字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"无限大","孙燕姿",,红色,分开,232 + 270、232 + 271、232 + 272、232 + 273、232 + 270、232 + 271、232 + 272、232 + 273、232 + 270、232 + 271,B - 左下角数字 1 单点^^^B - 左上角数字 1 单点,B - 左边数字 4 单点^^^B - 左上角数字 3 单点,198,306,48 + 0.0,232、270、271、272、273,B - 左下角数字 1 单点,B - 左边数字 4 单点,198,306,843349,24 + 0.0
Z,7,"再遇不到你这样的人","庄心妍",,红色,分开,106 + 342、106 + 343、107 + 342、107 + 343、107 + 342、107 + 343、107 + 342、107 + 343、107 + 342、107 + 343,A - 上面数字 4 绿条中间^^^B - 右上角数字 3 绿条中间,A - 上面数字 3 蓝条结尾、右上角数字 4 单点^^^B - 上面数字 3 蓝条结尾、左上角数字 4 单点,207,450,56 + 0.4,106、107、342、343,A - 上面数字 4 绿条中间,A - 上面数字 3 蓝条结尾、右上角数字 4 单点,207,450,1017242,28 + 0.2
A,8,"爱投罗网","罗志祥",,红色,分开,109 + 357、109 + 363、109 + 357、109 + 363、109 + 357、109 + 363、109 + 357、109 + 363、109 + 357、109 + 363,A - 左边数字 6 绿条开始、右边数字 6 绿条开始^^^B - 左边数字 6 绿条开始、右边数字 6 绿条开始,A - 右边数字 8 单点、左边数字 8 单点^^^B - 左边数字 8 单点、右边数字 8 单点,209,488,83 - 0.2,109、115、357、363,A - 左边数字 6 绿条开始、右边数字 6 绿条开始,A - 右边数字 8 单点、左边数字 8 单点,209,488,1373163,41 + 0.4
W,10,"Wake up!","AAA",20、50,,分开,314 + 595、595 + 698,B - 右边数字 3 绿条结尾、左下角数字 4 蓝条开始^^^B - 左边数字 2 蓝条中间,B - 右下角数字 2 单点^^^B - 下面数字 8 蓝条结尾、右下角数字 9 单点,272,755,84 + 0.1,595,B - 左边数字 2 蓝条中间,B - 下面数字 8 蓝条结尾、右下角数字 9 单点,272,755,2061414,42 + 0.4
H,9,"好想大声说喜欢你","BAAD",,,分开,150 + 406、150 + 408、152 + 406、152 + 408,A - 左上角数字 1 单点^^^B - 右上角数字 1 单点,A - 中间数字 6 单点、左边数字 6 单点^^^B - 中间数字 6 单点、左边数字 6 单点,256,608,69 + 0.2,150、152、406、408,A - 左上角数字 1 单点,A - 中间数字 6 单点、左边数字 6 单点,256,608,1424365,35 - 0.4
R,8,"Rolling Star","YUI",,红色,分开,218 + 522、218 + 523、220 + 522、220 + 523,A - 右边数字 2 绿条结尾、左边数字 3 单点^^^B - 左上角数字 4 蓝条中间,A - 右边数字 3 蓝条中间^^^B - 右上角数字 3 蓝条结尾、左上角数字 4 蓝条开始,257,571,69 + 0.2,522、523,B - 左上角数字 4 蓝条中间,B - 右上角数字 3 蓝条结尾、左上角数字 4 蓝条开始,257,571,1321549,40 - 0.4
D,6,"带你去旅行","校长",,红色,分开,58 + 213、58 + 214、58 + 215、58 + 216、59 + 213、59 + 214、59 + 215、59 + 216、59 + 213、59 + 214,A - 右下角数字 10 单点^^^B - 右下角数字 3 单点,A - 右上角数字 7 蓝条中间^^^B - 右上角数字 7 蓝条中间,145,280,52 + 0.0,213、214、215、216,B - 右下角数字 3 单点,B - 右上角数字 7 蓝条中间,145,280,905606,26 + 0.0
,,"一舞钟情","A-Lin",,红色,分开,177 + 259、177 + 260、177 + 261、177 + 263、177 + 264、177 + 265、177 + 259、177 + 260、177 + 261、177 + 263,B - 左下角数字 1 单点^^^B - 左下角数字 1 单点,B - 上面数字 4 单点^^^B - 下面数字 4 蓝条结尾,129,286,36 - 0.5,259、260、261、263、264、265,B - 左下角数字 1 单点,B - 下面数字 4 蓝条结尾,129,286,653132,19 - 0.5
J,6,"Just Dance","王一博",,红色,分开,148 + 334、148 + 335、148 + 336、149 + 334、149 + 335、149 + 336、150 + 334、150 + 335、150 + 336、151 + 334,A - 下面数字 3 单点^^^B - 右上角数字 2 蓝条开始,A - 右下角数字 8 单点^^^B - 左下角数字 5 绿条结尾、右下角数字 6 单点,203,416,62 - 0.3,334、335、336,B - 右上角数字 2 蓝条开始,B - 左下角数字 5 绿条结尾、右下角数字 6 单点,203,416,983465,35 - 0.1
H,6,"Hola","Flo Rida/Maluma",,红色,分开,107 + 237、107 + 238、108 + 237、108 + 238、108 + 237、108 + 238、108 + 237、108 + 238、108 + 237、108 + 238,A - 左上角数字 7 单点^^^B - 右上角数字 8 蓝条开始,A - 左上角数字 1 蓝条中间^^^B - 上面数字 3 蓝条中间,144,272,58 + 0.0,237、238,B - 右上角数字 8 蓝条开始,B - 上面数字 3 蓝条中间,144,272,883961,31 + 0.0
,,"素颜","许嵩/何曼婷",,红色,分开,71 + 99,B - 右下角数字 5 单点^^^B - 右上角数字 2 绿条开始,B - 左上角数字 1 绿条中间^^^B - 下面数字 10 单点,53,125,26 + 0.1,71,B - 右下角数字 5 单点,B - 左上角数字 1 绿条中间,53,125,284709,14 - 0.2
,,"Flower Dance","DJ OKAWARI",,红色,分开,50 + 147、50 + 148、50 + 149、50 + 150、51 + 147、51 + 148、51 + 149、51 + 150、51 + 147、51 + 148,A - 左下角数字 3 蓝条结尾^^^B - 右下角数字 3 蓝条开始,A - 右下角数字 10 蓝条中间^^^B - 左下角数字 10 蓝条中间,99,207,58 + 0.0,147、148、149、150,B - 右下角数字 3 蓝条开始,B - 左下角数字 10 蓝条中间,99,207,627601,29 + 0.0
,,"心率","鹿晗",,红色,分开,48 + 113,A - 左上角数字 5 单点^^^B - 左上角数字 6 单点,A - 左上角数字 9 单点^^^B - 右边数字 5 绿条中间,79,166,31 - 0.1,113,B - 左上角数字 6 单点,B - 右边数字 5 绿条中间,79,166,389930,16 - 0.4
I,9,"I Knew You Were Trouble","Taylor Swift",,,分开,219 + 464,A - 右下角数字 2 绿条开始、左下角数字 2 绿条开始^^^B - 右下角数字 15 蓝条中间,A - 左上角数字 10 绿条开始^^^B - 右下角数字 4 蓝条结尾、左边数字 5 单点,379,617,71 - 0.2,464,B - 右下角数字 15 蓝条中间,B - 右下角数字 4 蓝条结尾、左边数字 5 单点,379,617,1393569,36 - 0.5
,,"You Are","GOT7",,红色,分开,84 + 176、84 + 177、84 + 178、84 + 183、84 + 184、84 + 176、84 + 177、84 + 178、84 + 183、84 + 184,A - 左上角数字 10 蓝条开始^^^B - 左下角数字 8 单点,A - 右上角数字 10 蓝条结尾^^^B - 左上角数字 9 蓝条中间,112,239,58 + 0.0,176、177、178、183、184,B - 左下角数字 8 单点,B - 左上角数字 9 蓝条中间,112,239,701688,29 + 0.0
,,"再见安打","唐禹哲",,红色,分开,80 + 162,B - 右上角数字 1 单点^^^B - 右上角数字 1 单点,B - 右下角数字 3 绿条开始^^^B - 右下角数字 3 绿条开始,70,192,42 + 0.4,162,B - 右上角数字 1 单点,B - 右下角数字 3 绿条开始,70,192,527963,21 + 0.2
W,8,"What Do You Mean?","Justin Bieber",,红色,分开,312 + 357、312 + 358、314 + 357、314 + 358、315 + 357、315 + 358、315 + 357、315 + 358、315 + 357、315 + 358,B - 右边数字 6 单点^^^B - 下面数字 1 蓝条开始,B - 左上角数字 9 蓝条结尾、右下角数字 10 单点^^^B - 左上角数字 5 单点,196,405,60 - 0.4,357、358,B - 下面数字 1 蓝条开始,B - 左上角数字 5 单点,196,405,1047033,31 + 0.0
C,10,"Crossing Field","LiSA",100,,分开,381 + 441、382 + 441,B - 左上角数字 6 蓝条开始^^^B - 右上角数字 6 蓝条开始,B - 上面数字 3 蓝条结尾、左上角数字 3 蓝条结尾^^^B - 左上角数字 3 蓝条结尾、右上角数字 3 蓝条结尾,332,732,74 - 0.2,381、382、441,B - 左上角数字 6 蓝条开始,B - 上面数字 3 蓝条结尾、左上角数字 3 蓝条结尾,332,732,1850589,37 - 0.1
S,9,"什么什么","蔡依林",,,分开,161 + 341、161 + 342、161 + 367、161 + 368、161 + 369、161 + 396、161 + 397、161 + 422、161 + 423、161 + 424,A - 左上角数字 1 蓝条中间^^^B - 右下角数字 1 蓝条中间,A - 左下角数字 4 蓝条结尾、右上角数字 5 单点^^^B - 右上角数字 4 蓝条结尾、左下角数字 5 单点,204,466,78 + 0.0,161、162、341、342、367、368、369、396、397、422,A - 左上角数字 1 蓝条中间,A - 左下角数字 4 蓝条结尾、右上角数字 5 单点,204,466,1520828,39 + 0.0
S,10,"Sparkling Daydream","ZAQ",,,分开,463 + 659、463 + 660、463 + 661、463 + 662、463 + 659、463 + 660、463 + 661、463 + 662、463 + 659、463 + 660,B - 左边数字 9 蓝条开始、右边数字 9 蓝条开始^^^B - 右下角数字 4 单点,B - 左上角数字 2 单点^^^B - 下面数字 2 蓝条中间,356,751,64 + 0.0,463、659、660、661、662,B - 左边数字 9 蓝条开始、右边数字 9 蓝条开始,B - 左上角数字 2 单点,356,751,1918131,32 + 0.0
B,7,"Boys","Charli XCX",,,分开,111 + 211,A - 左下角数字 5 单点^^^B - 左下角数字 5 单点,A - 左上角数字 7 蓝条结尾、右上角数字 8 单点^^^B - 左上角数字 1 蓝条结尾、右上角数字 2 单点,193,397,58 + 0.0,111、211,A - 左下角数字 5 单点,A - 左上角数字 7 蓝条结尾、右上角数字 8 单点,193,397,1130793,29 + 0.0
,,"后会无期","徐良/汪苏泷",,红色,分开,56 + 134、66 + 134,A - 右上角数字 1 单点^^^B - 右上角数字 1 单点,A - 右下角数字 4 单点^^^B - 右下角数字 4 单点,95,179,31 + 0.4,134,B - 右上角数字 1 单点,B - 右下角数字 4 单点,95,179,387690,16 - 0.2
Q,8,"期待","Girl's Day",,红色,分开,82 + 198、82 + 199,A - 左上角数字 5 单点^^^B - 左上角数字 4 绿条中间,A - 左上角数字 1 单点^^^B - 左上角数字 6 蓝条结尾,130,288,50 + 0.0,198、199,B - 左上角数字 4 绿条中间,B - 左上角数字 6 蓝条结尾,130,288,873466,25 + 0.1
Q,10,"青鸟","生物股长",100,,分开,366 + 603,B - 左上角数字 3 绿条中间、右上角数字 3 绿条中间^^^B - 右边数字 8 单点,B - 左下角数字 9 单点^^^B - 左上角数字 1 蓝条结尾、右上角数字 1 蓝条结尾,329,734,76 + 0.2,603,B - 右边数字 8 单点,B - 左上角数字 1 蓝条结尾、右上角数字 1 蓝条结尾,329,734,1759208,39 + 0.0
S,10,"SWEET TALKER","TWICE",,,分开,269 + 613、270 + 613、271 + 613、272 + 613、273 + 613、274 + 613、277 + 613,A - 下面数字 1 单点^^^B - 右下角数字 2 蓝条结尾、上面数字 3 单点,A - 左上角数字 5 单点、右下角数字 5 单点^^^B - 左下角数字 19 绿条结尾、右边数字 20 蓝条结尾,330,709,85 - 0.2,269、270、271、272、273、274、277,A - 下面数字 1 单点,A - 左上角数字 5 单点、右下角数字 5 单点,330,709,1954846,45 - 0.1
K,10,"克罗地亚狂想曲","马克西姆",,,分开,128 + 210、128 + 508、210 + 508,A - 左下角数字 9 蓝条中间^^^A - 右边数字 9 蓝条中间,A - 右下角数字 12 蓝条结尾、左下角数字 1 绿条开始^^^A - 左上角数字 12 蓝条结尾、右上角数字 1 绿条开始,442,800,103 - 0.4,128、210、508,A - 左下角数字 9 蓝条中间,A - 右下角数字 12 蓝条结尾、左下角数字 1 绿条开始,442,800,2633467,51 + 0.3
,,"狂欢夜","QQ炫舞原创",,红色,分开,194 + 295、194 + 296、194 + 297、195 + 295、195 + 296、195 + 297、195 + 295、195 + 296、195 + 297、195 + 295,B - 左下角数字 4 绿条中间^^^B - 右上角数字 7 绿条结尾,B - 左下角数字 4 单点^^^B - 左下角数字 8 单点,103,326,53 + 0.0,295、296、297,B - 右上角数字 7 绿条结尾,B - 左下角数字 8 单点,103,326,834043,27 - 0.1
,,"勋章","鹿晗",,红色,分开,30 + 140,A - 下面数字 3 单点^^^B - 右上角数字 1 单点,A - 上面数字 6 单点^^^B - 左下角数字 3 绿条中间,86,182,27 + 0.4,30,A - 下面数字 3 单点,A - 上面数字 6 单点,86,182,344258,15 - 0.3
F,10,"Fight For You","潘玮柏",,,分开,190 + 319、190 + 320、190 + 321、191 + 319、191 + 320、191 + 321、193 + 319、193 + 320、193 + 321,A - 左上角数字 2 单点^^^A - 左上角数字 1 单点,A - 左下角数字 8 蓝条中间^^^A - 左上角数字 8 单点,371,756,75 - 0.3,319、320、321,A - 左上角数字 1 单点,A - 左上角数字 8 单点,371,756,1743896,39 - 0.1
J,9,"Just Like Fire","P!nk",,,分开,282 + 480、282 + 481,B - 右下角数字 1 绿条开始、左下角数字 1 单点^^^B - 上面数字 1 单点,B - 左下角数字 9 单点^^^B - 左下角数字 7 单点,211,548,75 + 0.3,282,B - 右下角数字 1 绿条开始、左下角数字 1 单点,B - 左下角数字 9 单点,211,548,1533669,38 + 0.4
,,"太阳雨","QQ炫舞原创",,红色,分开,78 + 100、79 + 100,B - 左下角数字 3 绿条中间^^^B - 下面数字 9 单点,B - 左下角数字 6 单点、右下角数字 6 单点^^^B - 下面数字 6 单点,64,118,27 + 0.2,92,B - 左下角数字 3 单点,B - 上面数字 3 单点,64,118,316383,14 - 0.1
W,7,"Wolves","Selena Gomez/Marshmello",,,分开,105 + 375、106 + 375、120 + 375、121 + 375、122 + 375、123 + 375、124 + 375、125 + 375、126 + 375、294 + 375,A - 右上角数字 7 单点^^^B - 右下角数字 14 单点,A - 左下角数字 12 单点^^^B - 右上角数字 1 绿条中间,214,431,46 + 0.1,375,B - 右下角数字 14 单点,B - 右上角数字 1 绿条中间,214,431,1024976,23 + 0.3
Y,6,"夜空中最亮的星","逃跑计划",,红色,分开,76 + 195、76 + 196、76 + 197,A - 右下角数字 8 蓝条中间^^^B - 左上角数字 6 单点,A - 左下角数字 7 蓝条结尾^^^B - 右边数字 1 单点,178,329,56 - 0.2,195、196、197,B - 左上角数字 6 单点,B - 右边数字 1 单点,178,329,959010,29 + 0.0
,,"我乐意(QQ炫舞系列主题曲)","许嵩",,红色,分开,121 + 246、121 + 247、121 + 246、121 + 247、121 + 246、121 + 247、121 + 246、121 + 247、121 + 246、121 + 247,A - 左下角数字 4 单点^^^B - 右下角数字 4 单点,A - 右下角数字 8 蓝条结尾^^^B - 右上角数字 9 单点,163,356,47 + 0.2,121、122,A - 左下角数字 4 单点,A - 右下角数字 8 蓝条结尾,163,356,854642,24 + 0.1
T,6,"淘汰","陈奕迅",,红色,分开,35 + 136,A - 左下角数字 10 蓝条中间^^^B - 左边数字 1 蓝条开始,A - 左上角数字 6 蓝条结尾^^^B - 左边数字 6 单点,135,313,57 + 0.2,35,A - 左下角数字 10 蓝条中间,A - 左上角数字 6 蓝条结尾,135,313,844103,31 + 0.0
,,"Pure","向井太一",,红色,分开,78 + 181、78 + 182、78 + 183、78 + 184、78 + 185、78 + 186、78 + 187、78 + 188,A - 右边数字 6 单点^^^B - 左上角数字 1 单点,A - 左上角数字 1 单点^^^B - 下面数字 4 蓝条结尾,118,229,49 + 0.0,181、182、183、184、185、186、187、188,B - 左上角数字 1 单点,B - 下面数字 4 蓝条结尾,118,229,606670,25 - 0.5
C,9,"Colourful","Virginia To Vegas",,,分开,196 + 440、196 + 441、197 + 440、197 + 441、197 + 440、197 + 441、197 + 440、197 + 441,A - 左边数字 11 绿条中间^^^B - 右边数字 3 绿条中间,A - 右上角数字 1 蓝条结尾、左下角数字 2 单点^^^B - 左下角数字 1 蓝条结尾、右上角数字 2 单点,281,558,53 - 0.4,196、197、440、441,A - 左边数字 11 绿条中间,A - 右上角数字 1 蓝条结尾、左下角数字 2 单点,281,558,1242013,26 + 0.3
B,8,"白骑士","QQ炫舞原创",,红色,分开,87 + 246、88 + 246,A - 左下角数字 6 绿条结尾^^^B - 左上角数字 11 蓝条中间,A - 右下角数字 11 单点^^^B - 右下角数字 10 单点、左下角数字 10 单点,205,418,61 - 0.1,246,B - 左上角数字 11 蓝条中间,B - 右下角数字 10 单点、左下角数字 10 单点,205,418,1105544,32 + 0.0
K,7,"KNOCK KNOCK","TWICE",,红色,分开,90 + 234、90 + 235,A - 左下角数字 1 蓝条开始^^^B - 右上角数字 3 绿条中间,A - 右下角数字 6 绿条开始^^^B - 左边数字 5 单点,134,345,61 - 0.4,90,A - 左下角数字 1 蓝条开始,A - 右下角数字 6 绿条开始,134,345,1080890,31 + 0.3
,,"长腿叔叔","袁娅维",,红色,分开,187 + 218、188 + 218,B - 右下角数字 2 单点^^^B - 右上角数字 9 单点,B - 左上角数字 2 蓝条中间^^^B - 左上角数字 9 单点,106,239,46 + 0.0,187、188,B - 右下角数字 2 单点,B - 左上角数字 2 蓝条中间,106,239,655421,24 + 0.0
,,"Talk Dirty","Jason Derulo/2",,红色,分开,146 + 178、146 + 179、146 + 180、146 + 178、146 + 179、146 + 180、146 + 178、146 + 179、146 + 180、146 + 178,B - 左下角数字 3 单点^^^B - 左下角数字 3 单点,B - 左下角数字 2 单点^^^B - 右下角数字 6 单点,114,195,35 - 0.1,146,B - 左下角数字 3 单点,B - 左下角数字 2 单点,114,195,508289,19 - 0.1
G,10,"Get It On The Floor","DMX",,,分开,279 + 600、279 + 601、280 + 600、280 + 601、280 + 600、280 + 601、280 + 600、280 + 601,A - 左下角数字 6 绿条中间^^^B - 右下角数字 7 绿条中间,A - 上面数字 11 蓝条结尾、上面数字 1 单点^^^B - 左下角数字 6 单点,390,753,79 - 0.2,600、601,B - 右下角数字 7 绿条中间,B - 左下角数字 6 单点,390,753,2034612,40 - 0.1
B,10,"Butter Fly","和田光司",,,分开,263 + 644,A - 下面数字 9 蓝条开始^^^B - 下面数字 9 蓝条开始,A - 右上角数字 9 绿条开始、左上角数字 9 绿条开始^^^B - 右上角数字 9 绿条开始、左上角数字 9 绿条开始,392,817,80 + 0.0,263、644,A - 下面数字 9 蓝条开始,A - 右上角数字 9 绿条开始、左上角数字 9 绿条开始,392,817,2003401,40 + 0.0
H,9,"Hey Baby 你是我的","李佳薇",20,,分开,139 + 247、139 + 249、139 + 287、139 + 289、139 + 403、139 + 404、139 + 405、139 + 406、139 + 407、139 + 408,A - 下面数字 3 单点、左下角数字 3 单点^^^B - 左下角数字 3 绿条结尾、右下角数字 4 单点,A - 左上角数字 6 单点、右上角数字 6 单点^^^B - 左下角数字 9 单点,240,515,56 - 0.4,139、141、247、249、287、289、403、404、405、406,A - 下面数字 3 单点、左下角数字 3 单点,A - 左上角数字 6 单点、右上角数字 6 单点,240,515,1454297,28 - 0.2
W,6,"我的梦","张靓颖",,红色,分开,132 + 251、133 + 251,B - 右上角数字 3 蓝条开始^^^B - 右下角数字 2 绿条开始,B - 左上角数字 4 蓝条中间^^^B - 左下角数字 8 绿条开始,121,293,53 - 0.2,132、133,B - 右上角数字 3 蓝条开始,B - 左上角数字 4 蓝条中间,121,293,824980,27 + 0.0
N,8,"narrative","泽野弘之/LiSA",,,分开,145 + 428、145 + 429、145 + 431、146 + 428、146 + 429、146 + 431、146 + 428、146 + 429、146 + 431、146 + 428,A - 右下角数字 7 绿条中间^^^B - 下面数字 1 单点,A - 中间数字 4 蓝条结尾^^^B - 上面数字 4 单点,233,501,51 - 0.3,428、429、431,B - 下面数字 1 单点,B - 上面数字 4 单点,233,501,1141579,25 + 0.4
L,6,"LOVE IT LIVE IT","YDPP",,红色,分开,147 + 222、148 + 222、222 + 259、222 + 260,B - 左上角数字 7 蓝条开始^^^B - 左上角数字 13 单点,B - 左上角数字 5 单点^^^B - 右下角数字 13 单点,138,301,46 + 0.1,222,B - 左上角数字 13 单点,B - 右下角数字 13 单点,138,301,855173,23 + 0.2
C,10,"CLEAR","坂本真綾",,,分开,196 + 256、196 + 455、196 + 456、196 + 515、197 + 256、197 + 455、197 + 456、197 + 515、256 + 455、256 + 456,A - 左上角数字 5 单点^^^A - 左下角数字 4 单点,A - 右下角数字 13 蓝条结尾、左上角数字 1 单点^^^A - 右上角数字 7 蓝条结尾、左下角数字 8 单点,318,677,88 + 0.0,196、197、256、455、456、515,A - 左上角数字 5 单点,A - 右下角数字 13 蓝条结尾、左上角数字 1 单点,318,677,2046180,44 + 0.0
N,7,"Not Another Song About Love","Hollywood Ending",,,分开,98 + 211、98 + 212、98 + 213、98 + 214、98 + 215、98 + 216、98 + 219、98 + 223、98 + 211、98 + 212,A - 左上角数字 10 单点、右上角数字 10 单点^^^B - 左下角数字 2 单点,A - 右边数字 8 单点^^^B - 左上角数字 4 蓝条中间,200,436,55 - 0.1,211、212、213、214、215、216、219、223,B - 左下角数字 2 单点,B - 左上角数字 4 蓝条中间,200,436,1156908,28 + 0.0
,,"全部都是你","Dragon Pig",,红色,分开,49 + 125、49 + 126、49 + 127、49 + 129、49 + 130、49 + 132、49 + 133,A - 右上角数字 2 蓝条中间^^^B - 左下角数字 4 单点,A - 左下角数字 8 单点^^^B - 右下角数字 4 蓝条结尾,84,168,56 + 0.0,125、126、127、129、130、132、133,B - 左下角数字 4 单点,B - 右下角数字 4 蓝条结尾,84,168,648492,28 + 0.0
R,9,"Rookie","Red Velvet",,,分开,50 + 245、50 + 246、50 + 247、50 + 248、50 + 249、50 + 250、50 + 252、50 + 253、50 + 254、51 + 245,A - 右上角数字 4 蓝条中间^^^B - 右上角数字 1 单点,A - 右上角数字 9 蓝条开始^^^B - 右下角数字 4 蓝条结尾、左下角数字 5 单点,192,475,64 + 0.0,245、246、247、248、249、250、252、253、254,B - 右上角数字 1 单点,B - 右下角数字 4 蓝条结尾、左下角数字 5 单点,192,475,1288277,32 + 0.0
M,6,"漫时光","QQ炫舞",,,分开,131 + 223、131 + 262、223 + 262,A - 左下角数字 1 单点^^^B - 左上角数字 1 单点,A - 上面数字 6 绿条开始^^^B - 上面数字 6 绿条开始,202,350,44 - 0.4,131、223、262,A - 左下角数字 1 单点,A - 上面数字 6 绿条开始,202,350,891724,22 - 0.2
N,10,"Naruto Main Theme","六三四",,,分开,643 + 755、643 + 757、644 + 755、644 + 757,B - 右上角数字 1 单点^^^B - 左下角数字 4 单点,B - 右上角数字 4 单点^^^B - 左下角数字 9 单点,483,898,66 - 0.3,755、757,B - 左下角数字 4 单点,B - 左下角数字 9 单点,483,898,1912373,34 - 0.2
*,10,"123我爱你(困难版)","新乐尘符",,,分开,465 + 537、465 + 538、465 + 539、466 + 537、466 + 538、466 + 539、467 + 537、467 + 538、467 + 539,B - 下面数字 4 单点^^^B - 下面数字 4 单点,B - 下面数字 7 蓝条结尾、左下角数字 8 蓝条开始^^^B - 下面数字 7 蓝条结尾、右下角数字 8 蓝条开始,389,764,79 + 0.2,465、466、467、537、538、539,B - 下面数字 4 单点,B - 下面数字 7 蓝条结尾、左下角数字 8 蓝条开始,389,764,1988520,40 - 0.4
,,"1234","韩安旭",,红色,分开,190 + 222,B - 左上角数字 3 单点^^^B - 左下角数字 12 单点,B - 右边数字 7 绿条开始^^^B - 下面数字 15 绿条开始,127,254,42 + 0.2,190、222,B - 左上角数字 3 单点,B - 右边数字 7 绿条开始,127,254,693754,21 + 0.1
C,10,"Candy Pop","TWICE",,,分开,245 + 466,B - 左下角数字 1 单点、右下角数字 1 单点^^^B - 右上角数字 5 蓝条开始、左上角数字 5 蓝条开始,B - 右下角数字 6 单点^^^B - 左下角数字 3 蓝条开始,244,564,66 - 0.3,245,B - 左下角数字 1 单点、右下角数字 1 单点,B - 右下角数字 6 单点,244,564,1566865,34 - 0.2
S,7,"Synchronise","INFINITE",,红色,分开,129 + 285、129 + 286、129 + 291、129 + 293、129 + 295、129 + 296、129 + 307、129 + 285、129 + 286、129 + 291,A - 右上角数字 1 单点^^^B - 左下角数字 1 单点,A - 右下角数字 3 单点、左下角数字 3 单点^^^B - 右上角数字 3 单点、左上角数字 3 单点,168,347,52 + 0.0,129、130、135、137、139、140、285、286、291、293,A - 右上角数字 1 单点,A - 右下角数字 3 单点、左下角数字 3 单点,168,347,901433,26 + 0.0
X,6,"炫舞","陈伟霆",,,分开,247 + 362、247 + 363、248 + 362、248 + 363、248 + 362、248 + 363、248 + 362、248 + 363、248 + 362、248 + 363,B - 右上角数字 2 单点^^^B - 左边数字 1 蓝条开始,B - 右上角数字 4 蓝条结尾^^^B - 左边数字 2 蓝条结尾,232,448,39 - 0.5,362、363,B - 左边数字 1 蓝条开始,B - 左边数字 2 蓝条结尾,232,448,771836,20 - 0.5
T,6,"The New Kings","Vicetone/Popeska/Luciana",,红色,分开,174 + 202,B - 右边数字 2 单点^^^B - 右上角数字 2 单点,B - 左下角数字 6 单点^^^B - 右上角数字 6 绿条开始,143,309,45 + 0.2,174,B - 右边数字 2 单点,B - 左下角数字 6 单点,143,309,881192,24 + 0.0
Z,7,"再快乐一点","张韶涵",,,分开,226 + 379,B - 左下角数字 3 单点^^^B - 左上角数字 1 单点,B - 右上角数字 5 蓝条结尾^^^B - 右上角数字 6 绿条中间,195,437,45 - 0.1,226,B - 左下角数字 3 单点,B - 右上角数字 5 蓝条结尾,195,437,911813,23 - 0.2
,,"勇往直前恋上你","王霏霏/赵天宇",,红色,分开,143 + 184、143 + 186、145 + 184、145 + 186,B - 左上角数字 1 单点^^^B - 右上角数字 1 单点,B - 左上角数字 6 单点^^^B - 右上角数字 6 单点,120,225,48 - 0.2,143、145、184、186,B - 左上角数字 1 单点,B - 左上角数字 6 单点,120,225,656346,24 - 0.1
D,9,"Dear Future Husband","Meghan Trainor",,,分开,71 + 226、71 + 227,A - 右边数字 4 单点^^^B - 右上角数字 1 蓝条开始,A - 左下角数字 8 单点^^^B - 左上角数字 1 单点,225,538,59 + 0.0,71,A - 右边数字 4 单点,A - 左下角数字 8 单点,225,538,1645864,31 - 0.2
B,8,"Brave Heart","宮崎歩",,,分开,215 + 269、216 + 269、269 + 496、269 + 497,A - 左下角数字 2 单点^^^A - 右上角数字 9 单点,A - 右下角数字 5 蓝条中间^^^A - 右下角数字 5 绿条中间、左下角数字 5 绿条中间,317,567,54 - 0.3,269,A - 右上角数字 9 单点,A - 右下角数字 5 绿条中间、左下角数字 5 绿条中间,317,567,1248694,28 - 0.5
,,"吸引定律","Awaken-F",,红色,分开,145 + 165,B - 右下角数字 2 单点^^^B - 左下角数字 8 单点,B - 左下角数字 7 单点^^^B - 右边数字 11 单点,98,192,37 - 0.2,157、158、159、160、161、162、163、164、165,B - 左下角数字 12 单点,B - 右上角数字 3 单点,98,192,587927,19 - 0.1
G,8,"Glimmer","祈Inory",,红色,分开,94 + 302、94 + 303、94 + 304,A - 右上角数字 3 蓝条结尾、左下角数字 4 单点^^^B - 左下角数字 3 蓝条开始,A - 左上角数字 3 单点^^^B - 右上角数字 1 单点,197,434,58 - 0.2,302、303、304,B - 左下角数字 3 蓝条开始,B - 右上角数字 1 单点,197,434,1092522,29 - 0.1
M,10,"MY舞☆TONIGHT","Aqours",,,分开,139 + 609、140 + 609,A - 右下角数字 4 单点^^^B - 右上角数字 1 蓝条中间,A - 右上角数字 5 单点^^^B - 右上角数字 4 蓝条结尾、左下角数字 5 单点,419,889,83 - 0.5,609,B - 右上角数字 1 蓝条中间,B - 右上角数字 4 蓝条结尾、左下角数字 5 单点,419,889,2548399,42 + 0.0
Y,8,"月光传说","桃色幸运草Z",,,分开,184 + 311、184 + 312、184 + 313、184 + 316、184 + 317,B - 上面数字 1 单点^^^B - 左边数字 1 单点,B - 右下角数字 7 绿条开始^^^B - 右上角数字 5 单点,183,447,47 + 0.0,311、312、313、316、317,B - 左边数字 1 单点,B - 右上角数字 5 单点,183,447,1063751,25 - 0.1
