字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
N,7,"narrative","泽野弘之/LiSA",,,分开,108 + 956、108 + 957,A - 左下单点^^^B - 右边长条结尾,A - 右边左滑条结尾、左边长条结尾^^^B - 左边单点、右边单点,486,1090,69 + 0.1,956、957,B - 右边长条结尾,B - 左边单点、右边单点,486,1090,1550345,38 + 0.3
,,"1234","韩安旭",,红色,分开,168 + 373、168 + 379、174 + 373、174 + 379,A - 左下单点^^^B - 左下单点,A - 右下单点^^^B - 左边单点,252,510,65 + 0.0,168、373、379,A - 左下单点,A - 右下单点,252,510,1079901,33 - 0.5
H,8,"Hey Baby 你是我的","李佳薇",,,分开,574 + 1097、574 + 1099、574 + 1130、574 + 1131、574 + 1132,B - 左边滑点^^^B - 右边单点,B - 左边单点^^^B - 左下滑点,574,1250,82 + 0.0,574、1097、1099、1130、1131、1132,B - 左边滑点,B - 左边单点,574,1250,2221638,41 + 0.0
,,"玫瑰少年","蔡依林",,红色,分开,82 + 419,A - 右边单点^^^B - 左边单点,A - 右边左滑条结尾^^^B - 右边左滑条结尾、左边单点,273,487,59 - 0.2,419,B - 左边单点,B - 右边左滑条结尾、左边单点,273,487,876677,30 - 0.4
,,"Real Change","Masetti",,,分开,99 + 260,A - 左边单点^^^A - 右边滑点,A - 左下单点^^^A - 右边滑点,309,616,67 + 0.1,99,A - 左边单点,A - 左下单点,309,616,1337895,34 + 0.0
J,8,"寂静之空","傅许",,,分开,422 + 865,A - 右边滑点^^^B - 左边滑点,A - 左边单点、右下单点^^^B - 左下单点、右边单点,499,943,84 - 0.2,865,B - 左边滑点,B - 左下单点、右边单点,499,943,1911222,42 + 0.4
B,7,"被遗忘的天使","萧忆情",,,分开,418 + 938,A - 中间左滑条结尾、右边单点^^^B - 中间右滑条结尾、左边单点,A - 右下滑点^^^B - 左下滑点,629,1148,72 - 0.3,418,A - 中间左滑条结尾、右边单点,A - 右下滑点,629,1148,1638188,37 + 0.4
D,7,"Defiance","雨宮天",,,分开,144 + 1372、875 + 1372,A - 左下左滑条开始、右边左滑条开始^^^B - 左边单点,A - 右下长条中间、左下滑点^^^B - 右边长条结尾,695,1495,75 - 0.5,1372,B - 左边单点,B - 右边长条结尾,695,1495,2174827,41 - 0.2
,,"狂欢夜","QQ炫舞原创",,红色,分开,486 + 596,B - 左下左滑条开始、右下右滑条开始^^^B - 左边单点、右边单点,B - 左下单点、右下单点^^^B - 左边单点、右边单点,186,707,77 - 0.1,486,B - 左下左滑条开始、右下右滑条开始,B - 左下单点、右下单点,186,707,1309356,39 + 0.0
X,6,"炫舞","陈伟霆",,,分开,352 + 653、352 + 654、357 + 653、357 + 654,A - 左边长条开始^^^B - 左边左滑条右拐,A - 右下右滑条结尾^^^B - 左边单点、右边单点,500,929,68 + 0.3,352、357,A - 左边长条开始,A - 右下右滑条结尾,500,929,1507752,36 + 0.1
,,"Ring Ding Dong","SHINee",,红色,分开,163 + 352、164 + 352、165 + 352、166 + 352、168 + 352,A - 左下单点^^^B - 左边单点,A - 左边长条结尾、右边长条结尾^^^B - 右下单点,295,638,65 - 0.4,352,B - 左边单点,B - 右下单点,295,638,1154653,34 + 0.1
*,8,"ヒトガタ","HIMEHINA",,,分开,556 + 620,B - 左边单点^^^B - 右边单点,B - 左边滑点^^^B - 右边左滑条开始,556,1043,77 - 0.2,556、558、559,B - 左边单点,B - 左边滑点,556,1043,1752445,39 + 0.2
L,7,"荔枝声界","QQ炫舞手游",,,分开,453 + 731,A - 左边单点^^^B - 右边单点,A - 左边右滑条中间^^^B - 左边右滑条中间、右边单点,560,1113,81 - 0.2,453,A - 左边单点,A - 左边右滑条中间,560,1113,1867081,43 - 0.5
,,"你曾那么爱我","陈势安",,,分开,526 + 694,B - 右边长条开始^^^B - 右边滑点,B - 左边右滑条结尾、右下单点^^^B - 右边长条中间、左下单点,310,777,72 + 0.0,526,B - 右边长条开始,B - 左边右滑条结尾、右下单点,310,777,1399843,37 - 0.1
,,"等我先说","夏天Alex",,,分开,279 + 606、279 + 607,A - 右下右滑条中间^^^B - 右边单点,A - 左下长条结尾、右边单点^^^B - 右下滑点,363,701,59 - 0.5,279,A - 右下右滑条中间,A - 左下长条结尾、右边单点,363,701,1219112,30 - 0.3
,,"I Won’t Let You Go","GOT7",,红色,分开,205 + 470,A - 左下左滑条中间^^^B - 右下右滑条中间,A - 右边单点^^^B - 左边单点,266,531,60 + 0.4,205、470,A - 左下左滑条中间,A - 右边单点,266,531,970582,30 + 0.2
D,7,"Digital World","Amaranthe",,,分开,448 + 535,B - 左边单点^^^B - 左下单点,B - 左下单点、右边单点^^^B - 左下右滑条左拐,359,718,62 - 0.5,448,B - 左边单点,B - 左下单点、右边单点,359,718,1211245,31 + 0.0
D,8,"Dear Future Husband","Meghan Trainor",,,分开,507 + 866、507 + 867,B - 右边长条结尾、左下单点^^^B - 左边右滑条结尾,B - 左下单点、右边单点^^^B - 左边单点、右下单点,441,1128,74 + 0.2,866、867,B - 左边右滑条结尾,B - 左边单点、右下单点,441,1128,1994177,40 - 0.1
L,7,"两双","谢安琪/吉克隽逸",,红色,分开,206 + 469、206 + 470、207 + 469、207 + 470,A - 右边单点^^^B - 左边单点,A - 左边单点^^^B - 右边单点,280,574,67 + 0.4,206、207、469、470,A - 右边单点,A - 左边单点,280,574,1162403,34 - 0.3
W,6,"王妃","萧敬腾",,红色,分开,573 + 631,B - 左下左滑条中间^^^B - 右下右滑条中间,B - 左下单点^^^B - 左边长条结尾、右边长条结尾,295,766,72 + 0.3,631,B - 右下右滑条中间,B - 左边长条结尾、右边长条结尾,295,766,1333984,41 - 0.2
D,9,"Dear Brave","鹿乃",,,分开,945 + 1689、947 + 1689,B - 左边单点、右下单点^^^B - 左下左滑条开始、右边单点,B - 右边长条结尾、左边单点^^^B - 左边单点、右边单点,849,1764,85 - 0.2,1689,B - 左下左滑条开始、右边单点,B - 左边单点、右边单点,849,1764,3031410,44 + 0.1
Y,7,"月光传说","桃色幸运草Z",,,分开,274 + 563、274 + 564、274 + 859、274 + 860、275 + 563、275 + 564、275 + 859、275 + 860、563 + 859、563 + 860,A - 右边单点^^^B - 左边单点,A - 左下单点^^^B - 右下单点,413,998,73 + 0.2,274、275、563、564、859、860,A - 右边单点,A - 左下单点,413,998,1680421,37 - 0.4
L,8,"恋人募集中","天月-あまつき-",,,分开,575 + 749、577 + 749,B - 左边单点、右下单点^^^B - 左下单点、右边单点,B - 右边滑点^^^B - 左边单点、右下单点,493,1096,66 - 0.1,749,B - 左下单点、右边单点,B - 左边单点、右下单点,493,1096,1722883,33 + 0.4
D,8,"等待","黄龄",,,分开,321 + 778、321 + 783、322 + 778、322 + 783,A - 右边单点^^^B - 左边滑点,A - 右边单点^^^B - 左边单点,468,897,70 - 0.3,778、783,B - 左边滑点,B - 左边单点,468,897,1766532,35 - 0.1
T,9,"the WORLD","Nightmare",,,分开,461 + 623、461 + 1192,A - 左下单点^^^A - 左下左滑条结尾、右边单点,A - 右边滑点^^^A - 左下滑点,786,1384,82 - 0.5,461,A - 左下单点,A - 右边滑点,786,1384,2302763,41 - 0.2
S,7,"傻呆呆","BY2",,,分开,102 + 583,A - 右边单点^^^B - 右边单点,A - 左边滑点^^^B - 左边滑点,370,680,63 + 0.3,102,A - 右边单点,A - 左边滑点,370,680,1242148,32 - 0.1
M,10,"MY舞☆TONIGHT","Aqours",,,分开,343 + 1462、347 + 1462,A - 左边单点、右边单点^^^B - 左边滑点,A - 右边单点^^^B - 左边单点、右边单点,733,1578,97 + 0.1,1462,B - 左边滑点,B - 左边单点、右边单点,733,1578,3068746,51 + 0.1
L,10,"林中鸟(困难版)","葛林",,,分开,626 + 1256、626 + 1267、626 + 1268,B - 右边滑点^^^B - 左边长条开始,B - 右边长条结尾、左边单点^^^B - 左边长条结尾、右边单点,568,1475,106 - 0.1,1252、1256、1267、1268,B - 右边滑点,B - 左边长条中间、右边单点,568,1475,2772084,64 + 0.4
,,"蹁跹舞(QQ炫舞手游原创音乐)","QQ炫舞手游",,红色,分开,165 + 421、166 + 421,A - 左下单点^^^B - 右下长条开始,A - 中间单点^^^B - 左边单点、右边单点,254,618,63 - 0.1,421,B - 右下长条开始,B - 左边单点、右边单点,254,618,1032524,32 + 0.3
C,8,"Colourful","Virginia To Vegas",,,分开,420 + 920、420 + 923、420 + 925、420 + 928、420 + 930、420 + 933、423 + 920、423 + 923、423 + 925、423 + 928,A - 左边长条中间、右边单点^^^B - 右边长条中间、左边单点,A - 右边长条中间、左边滑点^^^B - 左边长条中间、右边滑点,552,1109,82 + 0.2,420、423、425、428、430、433、920、923、925、928,A - 左边长条中间、右边单点,A - 右边长条中间、左边滑点,552,1109,1778964,41 + 0.1
,,"if","西野カナ",,,分开,291 + 454、293 + 454,A - 左下单点、右下单点^^^B - 右下单点,A - 左边单点^^^B - 左边右滑条中间,385,722,60 - 0.5,454,B - 右下单点,B - 左边右滑条中间,385,722,1188261,30 - 0.2
,,"HURT","Jasmine Sokko",,红色,分开,163 + 372,A - 右下单点^^^B - 右下单点,A - 左边单点^^^B - 左边滑点,212,442,69 + 0.2,372,B - 右下单点,B - 左边滑点,212,442,953921,36 - 0.3
G,8,"Get Cool","Stray Kids",,,分开,101 + 475、101 + 478、101 + 479、101 + 475、101 + 478、101 + 479、101 + 475、101 + 478、101 + 479,A - 右边单点^^^B - 左边单点,A - 左边滑点^^^B - 左边单点,433,780,72 + 0.1,475、478、479,B - 左边单点,B - 左边单点,433,780,1558918,37 - 0.4
D,8,"Don't Leave Me","防弹少年团",,,分开,331 + 765,A - 左下单点、右边单点^^^B - 左边单点、右下单点,A - 右边单点^^^B - 左边单点,454,915,72 - 0.2,331、765,A - 左下单点、右边单点,A - 右边单点,454,915,1512362,36 - 0.1
F,8,"Firefly","Abba Teens",,,分开,98 + 451,A - 左下单点、右下单点^^^B - 左下滑点,A - 左边长条中间、右边左滑条中间^^^B - 左边单点,451,817,62 - 0.1,451,B - 左下滑点,B - 左边单点,451,817,1313077,31 + 0.3
P,8,"僕は僕であって","angela/fripSide",,,分开,462 + 1048,A - 左边单点、右下单点^^^B - 左下单点、右边单点,A - 左边长条中间、右下右滑条结尾^^^B - 左下左滑条结尾、右边长条中间,564,1290,73 + 0.2,462、1048,A - 左边单点、右下单点,A - 左边长条中间、右下右滑条结尾,564,1290,1988726,37 - 0.4
I,6,"I Love You","EXID",,红色,分开,163 + 486、163 + 487、163 + 489、163 + 495、163 + 496、164 + 486、164 + 487、164 + 489、164 + 495、164 + 496,A - 左下单点^^^B - 左边右滑条结尾,A - 右边单点^^^B - 右边滑点,313,712,69 + 0.4,163、164、170、171、486、487、489、495、496,A - 左下单点,A - 右边单点,313,712,1278545,35 - 0.3
S,7,"斯诺克","付辛博",,,分开,300 + 564,A - 左边长条开始^^^B - 左边单点,A - 左边单点、右边单点^^^B - 右边滑点,385,849,75 + 0.4,564,B - 左边单点,B - 右边滑点,385,849,1492602,38 + 0.4
,,"The Fire","吉克隽逸",,红色,分开,151 + 343,A - 左边单点^^^B - 右边单点,A - 左下单点、右边单点^^^B - 左边单点、右下单点,252,492,67 + 0.0,151、343,A - 左边单点,A - 左下单点、右边单点,252,492,945688,34 - 0.5
C,8,"春夏秋冬","Sumika",,,分开,588 + 1027、1027 + 1395,A - 左下单点、右边单点^^^B - 左下单点,A - 左边滑点^^^B - 左下左滑条结尾、右下右滑条结尾,788,1596,85 - 0.3,1027,B - 左下单点,B - 左下左滑条结尾、右下右滑条结尾,788,1596,2439833,43 - 0.3
D,9,"Dancing on","FTISLAND",,,分开,1252 + 1432,B - 左边滑点、右下滑点^^^B - 左下滑点、右边滑点,B - 中间滑点、右边滑点^^^B - 左边滑点、中间滑点,833,1615,91 - 0.4,1344,B - 左边单点、左下单点,B - 中间长条中间、右边长条中间,833,1615,2312634,45 + 0.4
B,8,"Bubble Pop!","泫雅",,,分开,269 + 592,A - 右下单点^^^B - 左下单点,A - 左边单点^^^B - 右下单点,371,743,65 + 0.4,269、592,A - 右下单点,A - 左边单点,371,743,1611467,33 - 0.3
S,8,"Somebody Told Me","Charlie Puth",100,,分开,388 + 1069,A - 右边左滑条开始^^^B - 右边滑点,A - 右边长条开始^^^B - 右下滑点,550,1217,75 + 0.2,1069,B - 右边滑点,B - 右下滑点,550,1217,1793657,38 - 0.1
,,"帅一个","罗志祥",,,分开,225 + 567、225 + 568、226 + 567、226 + 568,A - 左下单点^^^B - 右下单点,A - 右边单点^^^B - 左边单点,414,970,77 - 0.2,225、226、567、568,A - 左下单点,A - 右边单点,414,970,1869005,38 + 0.4
N,6,"No","CLC",,,分开,14 + 363,A - 左边单点^^^B - 左下单点,A - 左边单点^^^B - 左边单点,332,760,64 - 0.3,363,B - 左下单点,B - 左边单点,332,760,1284714,32 + 0.2
*,9,"オメガリズム","UPLIFT SPICE",,,分开,1030 + 1116、1030 + 1117、1030 + 1118、1030 + 1119、1030 + 1120、1031 + 1116、1031 + 1117、1031 + 1118、1031 + 1119、1031 + 1120,B - 左边单点^^^B - 右边单点,B - 左边单点^^^B - 右边长条结尾、左边单点,569,1423,89 - 0.4,1116、1117、1118、1119、1120,B - 右边单点,B - 右边长条结尾、左边单点,569,1423,2566927,49 - 0.4
G,9,"更新","Sabão",,,分开,468 + 963,A - 左下左滑条中间^^^B - 右边单点,A - 左边单点、右边单点^^^B - 左边长条结尾、右边长条结尾,533,1207,75 + 0.3,963,B - 右边单点,B - 左边长条结尾、右边长条结尾,533,1207,2289998,39 - 0.2
Z,10,"ZastiZ(QQ炫舞手游原创音乐)","JurokuNeta",,,分开,157 + 591,A - 左下单点、右边单点^^^B - 右下单点,A - 左边右滑条中间、右边长条中间^^^B - 左下滑点,503,1024,97 - 0.3,591,B - 右下单点,B - 左下滑点,503,1024,2006609,49 + 0.3
Y,7,"You Are My Only One","袁娅维/小宇",,,分开,201 + 699,A - 右边右滑条左拐、左边右滑条开始^^^B - 左边左滑条右拐、右边左滑条开始,A - 右下滑点^^^B - 左下滑点,459,957,75 + 0.4,201、699,A - 右边右滑条左拐、左边右滑条开始,A - 右下滑点,459,957,1459030,38 - 0.3
B,6,"Born This Way","Lady Gaga",,红色,分开,152 + 262、153 + 262、154 + 262、156 + 262、158 + 262、161 + 262、164 + 262、262 + 506、262 + 508、262 + 509,A - 左下单点^^^A - 左下单点、右下单点,A - 左下单点^^^A - 左下左滑条中间、右下右滑条中间,350,734,78 - 0.3,262,A - 左下单点、右下单点,A - 左下左滑条中间、右下右滑条中间,350,734,1516927,41 - 0.4
Q,6,"青花引","Ace组合",,红色,分开,381 + 489,B - 左下滑点^^^B - 左下单点,B - 右下单点^^^B - 右边单点,294,570,58 - 0.3,489,B - 左下单点,B - 右边单点,294,570,996290,31 - 0.4
,,"完美体贴","新乐尘符/李思雨/林俊呈",,红色,分开,213 + 281,B - 右下长条中间^^^B - 右边单点,B - 左边单点、右边单点^^^B - 左边右滑条开始,209,425,63 - 0.2,281,B - 右边单点,B - 左边右滑条开始,209,425,1099446,31 + 0.4
Y,8,"雲を抜けた青空","Da-iCE",,,分开,361 + 944,A - 左边右滑条开始、右下右滑条开始^^^B - 左下左滑条开始、右边左滑条开始,A - 左下滑点^^^B - 右下滑点,559,1176,70 + 0.2,361、944,A - 左边右滑条开始、右下右滑条开始,A - 左下滑点,559,1176,1752757,35 + 0.1
W,6,"What if(QQ炫舞手游原创音乐)","TetraCalyx",,红色,分开,351 + 455,B - 左边长条开始^^^B - 中间长条中间,B - 右下长条结尾、左边单点^^^B - 右边长条结尾、左边右滑条结尾,256,745,68 - 0.3,455,B - 中间长条中间,B - 右边长条结尾、左边右滑条结尾,256,745,1174382,34 + 0.4
J,9,"君にふれて","安月名莉子",,,分开,201 + 849,A - 右边左滑条中间^^^B - 左边右滑条中间,A - 左边单点、右边单点^^^B - 左边单点、右边单点,630,1285,77 - 0.2,201、849,A - 右边左滑条中间,A - 左边单点、右边单点,630,1285,2214282,38 + 0.4
,,"仁心所向","河图",,,分开,413 + 898,A - 右下单点^^^B - 右下单点,A - 左下长条结尾、右边单点^^^B - 右下右滑条中间,685,1168,77 - 0.2,898,B - 右下单点,B - 右下右滑条中间,685,1168,1856192,39 - 0.2
N,6,"Numb","Linkin Park",,红色,分开,181 + 457、181 + 463、181 + 465、181 + 457、181 + 463、181 + 465、181 + 457、181 + 463、181 + 465,A - 左边单点、右下单点^^^B - 左边单点、右边单点,A - 左边滑点^^^B - 右下单点,251,582,75 + 0.0,457、463、465,B - 左边单点、右边单点,B - 右下单点,251,582,1140641,38 + 0.3
,,"空山新雨后","音阙诗听/锦零",,红色,分开,195 + 330、195 + 331,B - 左边单点^^^B - 右下单点,B - 左边单点、右边单点^^^B - 右边单点,194,411,62 + 0.2,195,B - 左边单点,B - 左边单点、右边单点,194,411,837097,32 + 0.2
W,6,"望","张碧晨/赵丽颖",,红色,分开,453 + 646、455 + 646、456 + 646,B - 左下单点^^^B - 右边长条结尾、左边单点,B - 右下单点^^^B - 中间单点、右边单点,269,715,82 - 0.4,646,B - 右边长条结尾、左边单点,B - 中间单点、右边单点,269,715,1397210,42 - 0.5
M,7,"冒险蓝图","Chic Chili",,,分开,256 + 828,A - 右边单点^^^B - 左边单点,A - 左下单点^^^B - 右下单点,636,1188,73 + 0.0,256、828,A - 右边单点,A - 左下单点,636,1188,1876552,37 - 0.5
W,7,"我要给世界最悠长的湿吻 Kisses For The World","蔡健雅",20,,分开,276 + 883、276 + 884、277 + 883、277 + 884、277 + 883、277 + 884、277 + 883、277 + 884、277 + 883、277 + 884,A - 右边左滑条结尾^^^B - 左边右滑条结尾,A - 左边滑点^^^B - 右边滑点,587,1142,72 - 0.4,276、277、883、884,A - 右边左滑条结尾,A - 左边滑点,587,1142,1576836,36 - 0.2
Z,6,"最近","王小帅",,红色,分开,236 + 614、236 + 615、237 + 614、237 + 615,A - 左下单点^^^B - 右下单点,A - 左下单点^^^B - 右下单点,369,747,72 + 0.4,236、237、614、615,A - 左下单点,A - 左下单点,369,747,1287486,36 + 0.2
,,"FOOLISH","Meghan Trainor",,,分开,251 + 440、252 + 440,A - 左下左滑条中间^^^B - 左下单点,A - 左边单点^^^B - 右下右滑条中间,316,617,56 + 0.0,440,B - 左下单点,B - 右下右滑条中间,316,617,1077609,28 + 0.2
,,"原点","徐梦圆",,,分开,252 + 897,A - 左边单点^^^B - 左下长条中间,A - 左边右滑条开始、右下滑点^^^B - 左边单点、右下滑点,570,1254,84 - 0.2,897,B - 左下长条中间,B - 左边单点、右下滑点,570,1254,1737712,45 - 0.2
,,"捕风","音频怪物/汐音社",,,分开,133 + 853,A - 右下滑点^^^B - 左边长条开始、右下长条开始,A - 左边滑点^^^B - 左边滑点,662,1340,69 + 0.0,853,B - 左边长条开始、右下长条开始,B - 左边滑点,662,1340,1886344,35 + 0.4
V,10,"Victory(困难版)","Bond",,,分开,178 + 1401、856 + 1401,A - 左下单点、右下单点^^^B - 左下单点、右下单点,A - 右下滑点^^^B - 左边单点,796,1460,107 + 0.4,1401,B - 左下单点、右下单点,B - 左边单点,796,1460,3404901,58 + 0.0
,,"Baby Don't Cry","于湉",,红色,分开,206 + 446,A - 左下单点^^^B - 右下单点,A - 右下单点^^^B - 左下单点,255,495,56 - 0.2,206、446,A - 左下单点,A - 右下单点,255,495,966739,28 - 0.1
S,6,"盛装游行","back number",,,分开,467 + 655,B - 左边长条结尾、右边单点^^^B - 左边单点,B - 左边单点^^^B - 左下长条结尾、右边单点,385,807,68 - 0.2,655,B - 左边单点,B - 左下长条结尾、右边单点,385,807,1345983,35 - 0.5
,,"我们是太阳","筷子兄弟",,红色,分开,273 + 615,A - 左下单点^^^B - 右下单点,A - 左边长条结尾、右边单点^^^B - 左边长条结尾,329,688,50 + 0.3,615,B - 右下单点,B - 左边长条结尾,329,688,990656,28 - 0.2
,,"courage","戸松遥",,,分开,213 + 1144、928 + 1144,A - 左下单点、右边左滑条开始^^^B - 右边滑点,A - 右边滑点^^^B - 左下单点,676,1419,69 - 0.4,1144,B - 右边滑点,B - 左下单点,676,1419,2042516,35 + 0.2
,,"不逃","罗志祥",,红色,分开,204 + 410,A - 左边单点^^^B - 右边单点,A - 左边单点^^^B - 右下右滑条开始,255,507,64 - 0.1,204,A - 左边单点,A - 左边单点,255,507,961489,32 + 0.3
Q,6,"乞丐","摩登兄弟",,,分开,341 + 835,A - 左边右滑条中间^^^B - 左边滑点,A - 右边滑点^^^B - 中间单点,452,903,60 - 0.2,341,A - 左边右滑条中间,A - 右边滑点,452,903,1305772,30 + 0.3
,,"那时正好","赵政豪",,,分开,301 + 709、301 + 710,B - 左边长条开始、右下长条开始^^^B - 左下单点,B - 右下单点^^^B - 左边长条结尾、右边长条结尾,301,867,60 - 0.2,301,B - 左边长条开始、右下长条开始,B - 右下单点,301,867,1335942,31 - 0.2
L,6,"Look What You Made Me Do","Taylor Swift",,红色,分开,454 + 511、454 + 512、454 + 516、455 + 513、455 + 516、456 + 514、456 + 516、457 + 515、457 + 516、458 + 516,B - 左下单点^^^B - 右下单点,B - 左边单点^^^B - 左边右滑条结尾、右边长条结尾,239,578,75 - 0.2,504、506、508,B - 左下单点,B - 右边单点,239,578,1265877,39 - 0.2
H,7,"坏女孩","陈嘉桦",,,分开,181 + 604、181 + 605、182 + 604、182 + 605,A - 左边单点^^^B - 右边单点,A - 左下单点^^^B - 右下单点,403,1016,69 - 0.3,604、605,B - 右边单点,B - 右下单点,403,1016,1605907,35 + 0.1
N,9,"No Joke","罗志祥",,,分开,96 + 432,A - 右边滑点^^^B - 右边滑点,A - 左边单点^^^B - 右下单点,432,1015,70 + 0.4,96,A - 右边滑点,A - 左边单点,432,1015,1811182,37 - 0.4
,,"Play It Cool","Steve Aoki/MONSTA X",,红色,分开,144 + 273、144 + 275、145 + 273、145 + 275、145 + 273、145 + 275、145 + 273、145 + 275、146 + 273、146 + 275,A - 左下单点^^^B - 左下单点,A - 右下单点^^^B - 左下滑点,250,502,58 + 0.1,144、145、146,A - 左下单点,A - 右下单点,250,502,1030356,29 + 0.1
Y,6,"越来越近","苏醒",,红色,分开,101 + 346,A - 右边滑点^^^B - 右下单点,A - 右下单点^^^B - 左边单点,260,613,72 + 0.3,346,B - 右下单点,B - 左边单点,260,613,1221798,37 - 0.5
,,"For You","高颖浠",,红色,分开,223 + 391,A - 右下单点^^^B - 左边单点,A - 右下单点^^^B - 左边长条中间、右边滑点,278,616,69 + 0.0,391,B - 左边单点,B - 左边长条中间、右边滑点,278,616,1033429,35 + 0.3
H,8,"火炎","女王蜂",,,分开,1118 + 1489、1118 + 1491、1118 + 1493、1118 + 1489、1118 + 1491、1118 + 1493、1118 + 1489、1118 + 1491、1118 + 1493、1118 + 1489,B - 左边滑点^^^B - 左下单点,B - 左下单点、右边单点^^^B - 左下单点、右边单点,741,1614,88 + 0.1,1489、1491、1493,B - 左下单点,B - 左下单点、右边单点,741,1614,2429720,45 + 0.2
E,9,"Electroheart","Amaranthe",,红色,分开,136 + 632,A - 左下左滑条中间^^^B - 右下右滑条中间,A - 左边单点^^^B - 左边单点、中间滑点,468,1019,103 - 0.2,136,A - 左下左滑条中间,A - 左边单点,468,1019,1924722,53 - 0.1
,,"Too Much","Carly Rae Jepsen",,红色,分开,96 + 291,A - 左边滑点^^^B - 右边滑点,A - 右下单点^^^B - 左下单点,187,403,57 + 0.4,291,B - 右边滑点,B - 左下单点,187,403,755642,29 - 0.3
,,"Sky","Steerner",,,分开,124 + 758,A - 左下滑点^^^B - 右边滑点,A - 右边滑点^^^B - 左边长条结尾,262,812,62 + 0.0,124,A - 左下滑点,A - 右边滑点,262,812,1306562,32 - 0.4
H,7,"坏掉的大人","陈势安",,,分开,966 + 1098,B - 右下单点^^^B - 左边滑点、右下滑点,B - 左边滑点^^^B - 左边长条中间,543,1206,77 - 0.3,1098,B - 左边滑点、右下滑点,B - 左边长条中间,543,1206,2085483,43 - 0.4
W,7,"What U Do to Me","Roshelle",,,分开,851 + 1056,B - 左边长条中间^^^B - 右边滑点,B - 右边单点^^^B - 左边单点、右边单点,559,1186,81 - 0.4,851,B - 左边长条中间,B - 右边单点,559,1186,1963332,43 + 0.2
H,6,"喊出我的名字","创造营2019学员",,红色,分开,311 + 377,B - 右边单点^^^B - 左边长条开始、右边长条开始,B - 右边单点^^^B - 左边单点,261,519,67 + 0.0,377,B - 左边长条开始、右边长条开始,B - 左边单点,261,519,1137477,35 + 0.0
,,"绿色","GReeeeN",,,分开,106 + 499、107 + 499、108 + 499、109 + 499、279 + 499、280 + 499、281 + 499、282 + 499,A - 左下单点^^^B - 左下单点,A - 左边单点^^^B - 右下右滑条中间,237,545,54 - 0.3,499,B - 左下单点,B - 右下右滑条中间,237,545,1081900,28 - 0.2
,,"就喜欢你","董又霖",,红色,分开,136 + 366、136 + 367,A - 左边单点、右边单点^^^B - 左边单点,A - 左下长条开始^^^B - 左边单点,218,426,60 - 0.3,366、367,B - 左边单点,B - 左边单点,218,426,837192,31 - 0.2
M,6,"莫名奇妙爱上你","朱主爱",,,分开,408 + 660、408 + 661、409 + 660、409 + 661,B - 右下单点^^^B - 左下单点,B - 左边单点^^^B - 右边单点,403,773,58 - 0.4,408、409、660、661,B - 右下单点,B - 左边单点,403,773,1273824,29 - 0.2
L,6,"Ladybees","蜜蜂少女队",,红色,分开,335 + 497,B - 左下单点、右边单点^^^B - 左下单点,B - 右边单点^^^B - 左下左滑条中间,221,620,64 - 0.5,335,B - 左下单点、右边单点,B - 右边单点,221,620,1153655,32 - 0.2
T,10,"天樂","和楽器バンド",,,分开,1270 + 1430、1270 + 1431,B - 左边单点、右边单点^^^B - 右下单点,B - 左边长条中间、右边长条中间^^^B - 右下单点,766,1813,116 + 0.0,1270,B - 左边单点、右边单点,B - 左边长条中间、右边长条中间,766,1813,3742516,58 + 0.2
,,"Monsters","Katie Sky",,红色,分开,126 + 269,A - 左边单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点,215,440,57 + 0.2,126、269,A - 左边单点,A - 右边单点,215,440,785484,29 - 0.4
,,"如果当时","胡夏",,红色,分开,319 + 520,B - 右下单点^^^B - 左边滑点、右边滑点,B - 左边单点^^^B - 右边单点,319,697,72 + 0.1,520,B - 左边滑点、右边滑点,B - 右边单点,319,697,1171377,40 - 0.1
,,"Turn Up","周汤豪",,红色,分开,180 + 494,A - 左下单点^^^B - 右下单点,A - 左下单点^^^B - 右下单点,293,594,59 - 0.2,180、494,A - 左下单点,A - 左下单点,293,594,1021149,29 + 0.4
,,"Baby","Justin Bieber",,红色,分开,242 + 537、242 + 540、243 + 537、243 + 540、244 + 537、244 + 540、245 + 537、245 + 540,A - 左下滑点^^^B - 右边滑点,A - 左边滑点^^^B - 右边滑点,355,746,66 + 0.0,537、540,B - 右边滑点,B - 右边滑点,355,746,1212437,33 + 0.4
Q,8,"前尘","SING女团",,,分开,638 + 764,B - 右下单点^^^B - 右下左滑条右拐、左边单点,B - 左边左滑条结尾、右边右滑条结尾^^^B - 左边单点,444,837,84 + 0.3,764,B - 右下左滑条右拐、左边单点,B - 左边单点,444,837,1639670,42 + 0.2
,,"365","Zedd/Katy Perry",,红色,分开,80 + 215、80 + 216、80 + 215、80 + 216,A - 右边单点^^^B - 左下单点,A - 左边左滑条结尾^^^B - 右边左滑条结尾,173,346,57 + 0.2,215、216,B - 左下单点,B - 右边左滑条结尾,173,346,727533,29 - 0.4
