字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
W,9,"Why So Lonely","Wonder Girls",,,分开,878 + 1450,B - 一轨单点、二轨单点^^^B - 二一轨滑条、三轨长条右滑,B - 一轨长条中间、三轨长条结尾^^^B - 二轨长条中间、三轨长条中间,723,1619,104 + 0.3,1450,B - 二一轨滑条、三轨长条右滑,B - 二轨长条中间、三轨长条中间,723,1619,2805640,52 + 0.3
,,"我乐意(QQ炫舞系列主题曲)","许嵩",,红色,分开,354 + 580,B - 一轨长条中间^^^B - 一轨长条开始、四轨长条开始,B - 一轨单点、四轨单点^^^B - 一轨长条结尾、四轨长条结尾,276,662,64 - 0.1,354,B - 一轨长条中间,B - 一轨单点、四轨单点,276,662,1140206,32 + 0.4
,,"心率","鹿晗",,红色,分开,73 + 166,A - 二轨单点^^^B - 三轨单点,A - 一轨长条中间^^^B - 二轨长条中间,115,270,38 + 0.2,73,A - 二轨单点,A - 一轨长条中间,115,270,497118,20 - 0.3
,,"Booty Music","Git Fresh",,,分开,240 + 415,A - 二轨单点^^^B - 一轨单点、三轨单点,A - 一轨单点、四轨单点^^^B - 一轨单点、三轨单点,277,543,63 - 0.1,240,A - 二轨单点,A - 一轨单点、四轨单点,277,543,1235224,32 + 0.0
,,"夜空中最亮的星","逃跑计划",,红色,分开,117 + 356、119 + 356,A - 二轨长条中间^^^B - 三轨单点,A - 三轨长条右滑^^^B - 三轨单点,293,551,60 - 0.3,356,B - 三轨单点,B - 三轨单点,293,551,979126,32 + 0.1
,,"Don't Threaten Me With A Good Time","Panic! At The Disco",,红色,分开,111 + 287,A - 四轨长条开始^^^B - 一轨长条开始,A - 三轨单点^^^B - 二轨单点,162,338,56 - 0.2,111、287,A - 四轨长条开始,A - 三轨单点,162,338,727996,28 - 0.1
,,"直到世界终结 ","WANDS",,红色,分开,104 + 187,B - 二轨单点、四轨单点^^^B - 一轨单点,B - 二轨单点^^^B - 二轨长条结尾、四轨单点,104,372,61 + 0.4,187,B - 一轨单点,B - 二轨长条结尾、四轨单点,104,372,844237,32 - 0.4
T,10,"天樂","和楽器バンド",,,分开,827 + 1448、1147 + 1448,B - 二轨单点^^^B - 一轨长条中间、二轨长条中间、四轨长条中间,B - 三轨单点^^^B - 二轨长条左滑、四轨长条结尾,678,1561,111 - 0.3,1448,B - 一轨长条中间、二轨长条中间、四轨长条中间,B - 二轨长条左滑、四轨长条结尾,678,1561,3560214,57 - 0.2
W,8,"What U Do to Me","Roshelle",,,分开,352 + 786、352 + 788、353 + 786、353 + 788、353 + 786、353 + 788、354 + 786、354 + 788、354 + 786、354 + 788,A - 三轨长条中间^^^B - 二轨长条中间,A - 二轨长条左滑、三轨长条右滑^^^B - 二轨长条左滑、三轨长条右滑,685,1354,103 - 0.2,352、354、786、788,A - 三轨长条中间,A - 二轨长条左滑、三轨长条右滑,685,1354,2444125,51 + 0.4
*,10,"101个愿望","火箭少女101杨超越/火箭少女101赖美云/火箭少女101傅菁",50,,分开,496 + 1380,A - 二轨长条中间、四轨长条中间^^^B - 二轨长条中间、四轨长条中间,A - 一二轨滑键^^^B - 一二轨滑键,758,1664,116 - 0.4,496、1380,A - 二轨长条中间、四轨长条中间,A - 一二轨滑键,758,1664,2796483,58 - 0.2
Y,8,"You Are My Only One","袁娅维/小宇",,红色,分开,318 + 845,A - 一二轨滑条、四轨长条开始^^^B - 一轨长条开始、四三轨滑条,A - 二轨长条中间、四轨长条中间^^^B - 一轨长条中间、三轨长条中间,516,1043,90 - 0.3,845,B - 一轨长条开始、四三轨滑条,B - 一轨长条中间、三轨长条中间,516,1043,1579721,45 + 0.2
,,"Time with you","圭贤",,红色,分开,149 + 267,A - 三轨单点^^^B - 三轨长条开始,A - 一轨长条中间^^^B - 一轨长条开始,244,448,54 + 0.0,149,A - 三轨单点,A - 一轨长条中间,244,448,763069,27 + 0.3
,,"桃花旗袍","BY2",100,红色,分开,211 + 258,B - 四轨长条中间^^^B - 三轨长条中间,B - 四轨单点^^^B - 二轨单点,142,355,57 + 0.4,236、254,B - 三轨单点,B - 一轨单点、三轨长条结尾,142,355,824218,31 + 0.1
S,9,"SWEET TALKER","TWICE",,,分开,408 + 972,A - 二轨长条中间、三轨长条中间^^^B - 一轨单点,A - 二一轨滑键、三四轨滑键^^^B - 三轨长条结尾,530,1145,109 - 0.1,972,B - 一轨单点,B - 三轨长条结尾,530,1145,2206529,55 - 0.3
C,9,"Crash","The Primitives",,,分开,175 + 1114、175 + 1177,A - 一轨长条开始、四轨长条中间^^^B - 二轨长条中间、四轨单点,A - 一轨长条右滑、四轨长条左滑^^^B - 一轨长条中间、三轨长条中间,510,1268,89 - 0.4,175,A - 一轨长条开始、四轨长条中间,A - 一轨长条右滑、四轨长条左滑,510,1268,2156971,45 - 0.4
A,6,"爱投罗网","罗志祥",,红色,分开,112 + 436、114 + 436,A - 三轨长条中间^^^B - 四轨长条开始,A - 二轨长条左滑、四轨单点^^^B - 二轨长条中间,255,710,73 - 0.4,436,B - 四轨长条开始,B - 二轨长条中间,255,710,1362202,38 - 0.3
F,9,"风云喜","李常超",,,分开,806 + 974、806 + 978、806 + 980,B - 一轨长条中间、三轨单点^^^B - 四三轨滑条,B - 一轨长条中间、三轨长条中间^^^B - 二轨单点、四轨长条中间,393,1132,85 - 0.3,974、978、980,B - 四三轨滑条,B - 二轨单点、四轨长条中间,393,1132,1968857,43 - 0.2
*,9,"ヒトガタ","HIMEHINA",100,红色,分开,176 + 676,A - 一轨长条开始、三轨长条开始^^^B - 二轨长条右滑,A - 二轨单点^^^B - 一轨长条中间、二轨长条右滑,600,1108,119 - 0.5,676,B - 二轨长条右滑,B - 一轨长条中间、二轨长条右滑,600,1108,2178974,59 + 0.4
M,6,"梦想时代(QQ炫舞系列主题曲)","刘人语/罗奕佳/苏芮琪",,红色,分开,135 + 578、135 + 579、136 + 578、136 + 579、136 + 578、136 + 579、137 + 578、137 + 579、137 + 578、137 + 579,A - 三轨长条中间^^^B - 二轨单点,A - 二轨长条右滑^^^B - 四轨长条结尾,311,716,78 - 0.5,578、579,B - 二轨单点,B - 四轨长条结尾,311,716,1418028,39 + 0.1
,,"Pure","向井太一",,红色,分开,239 + 291,B - 四轨单点^^^B - 三轨单点,B - 二轨长条结尾、三轨长条结尾^^^B - 四轨单点,162,334,52 + 0.3,239、240、241、242、243、244,B - 四轨单点,B - 二轨长条结尾、三轨长条结尾,162,334,769832,27 - 0.2
G,9,"Glimmer","祈Inory",,红色,分开,113 + 570,A - 二轨长条中间^^^B - 二轨单点,A - 一二轨滑键^^^B - 一轨单点、四轨长条左滑,371,844,81 - 0.4,570,B - 二轨单点,B - 一轨单点、四轨长条左滑,371,844,1570292,43 - 0.2
T,9,"the WORLD","Nightmare",,,分开,633 + 1410,A - 四轨单点^^^B - 一轨单点,A - 一轨单点、四轨长条开始^^^B - 一轨长条开始、四轨单点,1065,1854,118 + 0.2,633,A - 四轨单点,A - 一轨单点、四轨长条开始,1065,1854,2814737,60 - 0.3
,,"盛装游行","back number",,红色,分开,346 + 428,B - 一轨单点^^^B - 二轨单点,B - 二轨长条左滑^^^B - 一轨长条中间,290,595,60 + 0.1,346,B - 一轨单点,B - 二轨长条左滑,290,595,1105080,31 - 0.4
T,10,"太烦恼","杨丞琳",,,分开,359 + 1012,A - 一轨长条右滑、四轨单点^^^B - 一轨单点、四轨长条左滑,A - 二轨长条左滑、三轨长条右滑^^^B - 二轨长条左滑、三轨长条右滑,586,1390,109 + 0.4,359、1012,A - 一轨长条右滑、四轨单点,A - 二轨长条左滑、三轨长条右滑,586,1390,2608067,55 - 0.3
,,"Just Dance","Lady GaGa",,,分开,404 + 484、413 + 484,B - 四轨单点^^^B - 一轨长条中间,B - 二轨单点、四轨长条结尾^^^B - 一轨单点、四轨长条结尾,288,644,53 + 0.2,429、435、438、444、447,B - 四轨长条中间,B - 二轨长条右滑,288,644,1113014,27 + 0.1
,,"FIVE","Apink",50,红色,分开,196 + 370,A - 二一轨滑键^^^B - 二一轨滑键、三轨单点,A - 三轨单点^^^B - 二轨长条结尾、四轨单点,278,455,55 - 0.5,196,A - 二一轨滑键,A - 三轨单点,278,455,996668,29 - 0.5
,,"HURT","Jasmine Sokko",,红色,分开,120 + 333、121 + 333、122 + 333、128 + 333、129 + 333、131 + 333、132 + 333、138 + 333、139 + 333、141 + 333,A - 四轨单点^^^B - 一轨单点,A - 四轨单点^^^B - 一轨单点,212,393,58 + 0.0,120、121、122、128、129、131、132、138、139、141,A - 四轨单点,A - 四轨单点,212,393,805915,31 - 0.5
,,"夜宴风波","音阙诗听/王梓钰",,红色,分开,102 + 210、102 + 212、102 + 213、102 + 214、102 + 210、102 + 212、102 + 213、102 + 214、102 + 210、102 + 212,A - 二轨单点、三轨单点^^^B - 一轨单点,A - 三轨单点^^^B - 二轨单点,179,317,52 + 0.1,102,A - 二轨单点、三轨单点,A - 三轨单点,179,317,784568,28 + 0.1
,,"炫舞","陈伟霆",,红色,分开,288 + 683,A - 三轨单点^^^B - 二一轨滑条、三四轨滑条,A - 一轨长条右滑、三四轨滑键^^^B - 二轨长条左滑、三四轨滑键,434,821,64 - 0.2,683,B - 二一轨滑条、三四轨滑条,B - 二轨长条左滑、三四轨滑键,434,821,1237764,33 + 0.2
T,8,"Take My Hand","Simple Plan",,,分开,231 + 755,A - 一轨长条开始、四轨长条开始^^^B - 一轨长条开始、四轨长条开始,A - 二轨长条左滑、四轨单点^^^B - 一轨单点、三轨长条右滑,499,1059,87 + 0.4,231、755,A - 一轨长条开始、四轨长条开始,A - 二轨长条左滑、四轨单点,499,1059,1769329,44 - 0.3
S,7,"傻呆呆","BY2",,红色,分开,288 + 498、290 + 498,A - 二轨单点^^^B - 一轨单点,A - 二轨单点^^^B - 二轨单点、三轨单点,337,595,74 + 0.0,498,B - 一轨单点,B - 二轨单点、三轨单点,337,595,1302480,38 - 0.5
,,"疯了吧","TWICE",,红色,分开,107 + 315、107 + 316,A - 三轨单点^^^B - 三四轨滑键,A - 一轨单点^^^B - 三轨单点,181,441,66 + 0.1,315、316,B - 三四轨滑键,B - 三轨单点,181,441,1001173,35 - 0.4
L,8,"凉凉(困难版)","杨宗纬/张碧晨",,,分开,805 + 1318、807 + 1318、810 + 1318、812 + 1318、815 + 1318、817 + 1318、820 + 1318,B - 一轨长条中间^^^B - 四轨单点,B - 二轨单点、四轨长条中间^^^B - 一轨长条结尾、三轨长条结尾,736,1482,91 + 0.4,805、807、810、812、815、817、820,B - 一轨长条中间,B - 二轨单点、四轨长条中间,736,1482,2563555,48 + 0.3
H,9,"换我陪你","炎亚纶",,,分开,587 + 1321,A - 一轨单点、三轨长条右滑^^^B - 二轨长条左滑、四轨单点,A - 一轨单点、三轨长条右滑^^^B - 二轨长条左滑、四轨单点,691,1426,94 + 0.1,1321,B - 二轨长条左滑、四轨单点,B - 二轨长条左滑、四轨单点,691,1426,2394412,47 + 0.2
L,6,"Ladybees","蜜蜂少女队",,红色,分开,165 + 350,A - 二轨长条开始、四轨单点^^^B - 一轨长条开始、三轨单点,A - 一轨单点^^^B - 四轨长条左滑,256,607,71 + 0.4,165,A - 二轨长条开始、四轨单点,A - 一轨单点,256,607,1173860,36 + 0.2
T,8,"to the beginning","Kalafina",,,分开,343 + 1146,A - 四轨长条中间^^^B - 二轨单点、四轨长条中间,A - 一轨单点、三轨长条结尾^^^B - 二轨长条结尾、三轨长条结尾,762,1262,87 - 0.4,1146,B - 二轨单点、四轨长条中间,B - 二轨长条结尾、三轨长条结尾,762,1262,1942402,45 + 0.0
N,8,"你和我的一天","水濑祈",50,,分开,583 + 782、583 + 783,B - 一轨长条右滑^^^B - 一轨长条结尾,B - 一二轨滑键、三四轨滑键^^^B - 二轨单点、四轨单点,450,856,79 + 0.1,583,B - 一轨长条右滑,B - 一二轨滑键、三四轨滑键,450,856,1688924,40 - 0.4
W,6,"Wolves","Selena Gomez/Marshmello",,,分开,147 + 784、603 + 784,A - 二轨长条中间、四轨长条开始^^^B - 三轨单点,A - 二轨长条中间、四轨长条中间^^^B - 二轨长条结尾、四轨长条结尾,495,1028,76 - 0.3,784,B - 三轨单点,B - 二轨长条结尾、四轨长条结尾,495,1028,1661257,40 - 0.4
C,9,"CLEAR","坂本真綾",50,,分开,28 + 725,A - 二轨长条开始、四轨长条开始^^^B - 一轨长条中间,A - 二轨单点^^^B - 二轨长条结尾、四轨长条结尾,436,954,83 - 0.4,725,B - 一轨长条中间,B - 二轨长条结尾、四轨长条结尾,436,954,2068240,43 - 0.3
H,8,"换世奇恋","排骨教主",,,分开,256 + 851,A - 三轨长条中间^^^B - 二轨长条中间,A - 三四轨滑键^^^B - 二一轨滑键,408,1001,73 - 0.4,256、851,A - 三轨长条中间,A - 三四轨滑键,408,1001,1678548,36 + 0.3
M,6,"没有选择","胡彦斌",,,分开,82 + 378,A - 二轨长条中间^^^B - 三轨长条中间,A - 三轨单点^^^B - 二轨单点、四轨长条结尾,267,525,55 + 0.2,378,B - 三轨长条中间,B - 二轨单点、四轨长条结尾,267,525,1227086,28 - 0.4
,,"PRINCESS","Samuel",,红色,分开,139 + 272、139 + 350、139 + 351、139 + 272、139 + 350、139 + 351、139 + 272、139 + 350、139 + 351、139 + 272,A - 四轨单点^^^B - 二轨单点,A - 三轨单点^^^B - 三轨单点,198,437,48 + 0.0,139、140、272、350、351,A - 四轨单点,A - 三轨单点,198,437,828551,24 + 0.0
,,"No","CLC",,,分开,213 + 487、213 + 489、214 + 487、214 + 489、214 + 487、214 + 489、215 + 487、215 + 489、215 + 487、215 + 489,A - 一轨长条中间^^^B - 四轨长条中间,A - 三轨长条右滑^^^B - 二轨长条左滑,312,702,64 + 0.4,213、215、487、489,A - 一轨长条中间,A - 三轨长条右滑,312,702,1243773,32 + 0.2
,,"玫瑰少年","蔡依林",,红色,分开,127 + 301,A - 三轨长条中间^^^B - 二轨长条中间,A - 二轨单点^^^B - 三轨单点,195,359,56 + 0.0,127、301,A - 三轨长条中间,A - 二轨单点,195,359,796413,28 + 0.0
I,6,"I Love You","EXID",,,分开,117 + 373,A - 二轨单点^^^B - 三轨单点,A - 三轨长条开始^^^B - 二轨长条开始,256,597,60 + 0.3,373,B - 三轨单点,B - 二轨长条开始,256,597,1172147,31 - 0.1
*,10,"[A]ddiction","EVO+",20、50,,分开,118 + 773,A - 三轨长条左滑^^^B - 三轨长条开始,A - 四轨单点^^^B - 三轨长条右滑,511,1122,90 - 0.2,773,B - 三轨长条开始,B - 三轨长条右滑,511,1122,2618027,49 - 0.5
N,6,"粘人精","圈9/谣君/新乐尘符",100,,分开,260 + 580、260 + 587、267 + 580、267 + 587,A - 三轨单点^^^B - 二轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,319,734,69 + 0.0,260、267、580、587,A - 三轨单点,A - 三轨长条右滑,319,734,1501764,35 - 0.5
F,9,"Faded(困难版)","Alan Walker",50,,分开,362 + 789、362 + 790、362 + 791、364 + 790、364 + 791,A - 一轨长条中间、四轨长条中间^^^B - 三轨单点,A - 二轨长条左滑、四轨单点^^^B - 一轨长条右滑、四轨长条左滑,488,893,84 + 0.1,789、790、791,B - 三轨单点,B - 一轨长条右滑、四轨长条左滑,488,893,2162408,43 + 0.2
P,8,"偏偏","Sihan/银临",,,分开,84 + 512,A - 二轨长条中间^^^B - 三轨长条中间,A - 一轨长条右滑、三四轨滑键^^^B - 二一轨滑键、四轨长条左滑,320,745,68 - 0.4,512,B - 三轨长条中间,B - 二一轨滑键、四轨长条左滑,320,745,1354111,34 - 0.2
D,9,"Defiance","雨宮天",,,分开,308 + 874,A - 二轨长条开始、三轨长条开始^^^B - 二轨长条开始、三轨长条开始,A - 一轨单点、四轨单点^^^B - 一轨单点、四轨单点,553,1153,70 + 0.0,308、874,A - 二轨长条开始、三轨长条开始,A - 一轨单点、四轨单点,553,1153,2029688,35 + 0.0
S,9,"生而倔强","熊汝霖",50,,分开,298 + 833,A - 一轨单点、四轨长条左滑^^^B - 四轨单点,A - 一轨长条右滑^^^B - 二轨长条结尾、三轨长条右滑,545,1086,89 - 0.2,298,A - 一轨单点、四轨长条左滑,A - 一轨长条右滑,545,1086,1967003,45 + 0.1
L,9,"恋のパーフェクト微分方程式","ユウノウミ",,,分开,316 + 726、726 + 804,A - 二轨单点、四轨单点^^^B - 四轨单点,A - 四三轨滑键^^^B - 一轨长条右滑,531,1019,82 - 0.1,726,B - 四轨单点,B - 一轨长条右滑,531,1019,2197216,43 - 0.2
D,7,"叮叮当当(QQ炫舞手游原创音乐)","贰哲",,,分开,363 + 646、363 + 647,B - 四轨单点^^^B - 二轨单点,B - 一轨长条中间^^^B - 一轨单点、三轨长条结尾,361,724,62 + 0.3,363,B - 四轨单点,B - 一轨长条中间,361,724,1488367,31 + 0.3
,,"Love a Girl Right","Little Mix",,红色,分开,95 + 287,A - 三轨单点^^^B - 二轨单点,A - 三轨长条中间^^^B - 二轨长条中间,177,369,44 + 0.4,287,B - 二轨单点,B - 二轨长条中间,177,369,648790,22 + 0.2
,,"I Won’t Let You Go","GOT7",,红色,分开,151 + 353,A - 三轨长条中间^^^B - 二轨长条中间,A - 三轨单点^^^B - 二轨单点,225,427,49 - 0.2,151、353,A - 三轨长条中间,A - 三轨单点,225,427,849703,24 + 0.4
,,"Just Like Fire","P!nk",,,分开,160 + 574,A - 二轨单点、五轨长条开始^^^B - 二轨单点、五轨长条开始,A - 一轨长条中间、四轨单点^^^B - 一轨长条中间、四轨单点,403,1008,90 + 0.0,160、574,A - 二轨单点、五轨长条开始,A - 一轨长条中间、四轨单点,403,1008,2178890,45 + 0.0
D,10,"大艺术家(困难版)","蔡依林",,,分开,811 + 922,B - 三轨单点^^^B - 一轨单点、三轨单点,B - 二轨长条结尾、四轨长条结尾^^^B - 二轨长条中间、四轨长条中间,721,1382,112 + 0.4,883,B - 一轨单点、三轨单点,B - 二轨长条中间、四轨长条中间,721,1382,2553544,58 - 0.4
,,"林中鸟(困难版)","葛林",,,分开,845 + 1670、845 + 1672,B - 一二轨滑键、五四轨滑条^^^B - 一轨长条中间,B - 一轨长条中间、五轨长条中间^^^B - 三轨长条右滑,732,1818,104 + 0.0,1670、1672,B - 一轨长条中间,B - 三轨长条右滑,732,1818,3185456,54 + 0.1
,,"你的微笑","飞儿乐团",,红色,分开,97 + 476,A - 三轨单点^^^B - 三轨单点,A - 二轨长条右滑^^^B - 三轨长条中间,299,632,66 + 0.4,476,B - 三轨单点,B - 三轨长条中间,299,632,1205316,34 - 0.4
H,9,"HUSTLE","陈梓童",,,分开,163 + 539,A - 二轨长条左滑^^^B - 一轨单点,A - 一轨长条右滑^^^B - 三轨单点,480,1117,81 + 0.3,539,B - 一轨单点,B - 三轨单点,480,1117,2334593,43 - 0.5
W,7,"What if(QQ炫舞手游原创音乐)","TetraCalyx",20,红色,分开,236 + 370,B - 三四轨滑条^^^B - 四轨长条左滑,B - 四轨单点^^^B - 一轨长条右滑,214,590,76 + 0.0,370,B - 四轨长条左滑,B - 一轨长条右滑,214,590,1262687,43 + 0.2
*,9,"ペガサス幻想","MAKE-UP",,,分开,722 + 885、723 + 885,B - 三轨单点^^^B - 一轨长条中间、四轨长条左滑,B - 二一轨滑键、三轨单点^^^B - 一轨长条右滑、四轨长条结尾,420,1106,100 - 0.3,722、723,B - 三轨单点,B - 二一轨滑键、三轨单点,420,1106,2273846,52 - 0.4
,,"Loved","Highlight",,红色,分开,199 + 441,A - 二轨单点^^^B - 三轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,283,546,53 + 0.0,199、441,A - 二轨单点,A - 三轨长条右滑,283,546,998614,27 - 0.5
,,"蹁跹舞(QQ炫舞手游原创音乐)","QQ炫舞手游",,红色,分开,232 + 336,B - 二轨单点^^^B - 一二轨滑条,B - 四轨长条中间^^^B - 二轨长条开始,215,524,59 - 0.1,232,B - 二轨单点,B - 四轨长条中间,215,524,981344,30 - 0.3
,,"courage","戸松遥",,,分开,253 + 871、253 + 874、256 + 871、256 + 874、257 + 871、257 + 874,A - 一轨单点、二四轨滑条^^^B - 三一轨滑条、四轨单点,A - 四轨长条中间^^^B - 一轨长条中间,587,1222,90 - 0.4,253、256、871、874,A - 一轨单点、二四轨滑条,A - 四轨长条中间,587,1222,2240228,45 - 0.2
,,"我的梦","张靓颖",,红色,分开,177 + 379,A - 一轨单点^^^B - 三轨单点,A - 二轨长条中间^^^B - 三轨长条中间,238,606,68 + 0.2,177、379,A - 一轨单点,A - 二轨长条中间,238,606,1057776,34 + 0.1
H,9,"Happy Song","南征北战NZBZ",,红色,分开,78 + 241、78 + 247,A - 一轨长条开始、三轨长条开始^^^A - 一轨长条中间、四轨长条中间,A - 一轨长条右滑、四轨长条左滑^^^A - 二轨长条左滑、四轨长条左滑,882,1452,128 - 0.4,137,A - 二轨长条左滑、四轨长条左滑,A - 一轨长条中间、四轨长条左滑,882,1452,2469949,69 - 0.4
,,"你曾那么爱我","陈势安",,,分开,134 + 478,A - 三轨单点^^^B - 四轨单点,A - 三轨单点^^^B - 四轨单点,238,602,54 - 0.5,478,B - 四轨单点,B - 四轨单点,238,602,1098007,27 - 0.2
,,"I Love You","玉泽演/吴映洁",,红色,分开,94 + 263,A - 一轨单点^^^B - 一轨单点,A - 一轨长条中间^^^B - 二轨长条开始,233,546,58 + 0.0,263,B - 一轨单点,B - 二轨长条开始,233,546,923874,29 + 0.0
Q,6,"乞丐","摩登兄弟",,,分开,154 + 211、155 + 211、156 + 211、211 + 493、211 + 494、211 + 495,A - 一轨长条结尾^^^A - 二轨单点,A - 四轨单点^^^A - 一轨长条开始,282,585,62 + 0.3,211,A - 二轨单点,A - 一轨长条开始,282,585,1256288,32 - 0.1
,,"全部都是你","Dragon Pig",,红色,分开,129 + 303、129 + 308、134 + 303、134 + 308、134 + 303、134 + 308、134 + 303、134 + 308、134 + 303、134 + 308,A - 三轨长条开始^^^B - 二轨长条开始,A - 三轨单点^^^B - 二轨单点,174,348,52 + 0.0,129、134、303、308,A - 三轨长条开始,A - 三轨单点,174,348,645108,26 + 0.0
,,"Real Change","Masetti",,红色,分开,274 + 407、275 + 407,B - 二轨单点^^^B - 二轨单点,B - 一轨单点^^^B - 二轨单点,212,435,54 + 0.0,274、275,B - 二轨单点,B - 一轨单点,212,435,1023982,28 + 0.0
,,"Candy Boy","TWICE",,,分开,237 + 917、539 + 917,A - 二轨单点、三四轨滑条^^^B - 四轨长条中间,A - 一轨单点、三轨单点^^^B - 一轨单点、四轨单点,401,1129,88 + 0.2,917,B - 四轨长条中间,B - 一轨单点、四轨单点,401,1129,2271512,49 - 0.4
B,8,"被遗忘的天使","萧忆情",,,分开,269 + 788,A - 四轨长条中间^^^B - 一轨长条中间,A - 二轨单点、三轨单点^^^B - 二轨单点、三轨单点,611,1112,80 + 0.0,269、788,A - 四轨长条中间,A - 二轨单点、三轨单点,611,1112,1819775,40 + 0.0
,,"无限大","孙燕姿",20,红色,分开,55 + 165、55 + 167,A - 三轨长条左滑^^^A - 二轨长条中间,A - 三轨长条中间^^^A - 四轨长条左滑,345,476,56 - 0.2,165、167,A - 二轨长条中间,A - 四轨长条左滑,345,476,1037959,29 - 0.4
X,7,"像暗杀似的绕到背后突然拥抱你","太一",,,分开,269 + 356、270 + 356、271 + 356,A - 一轨单点^^^A - 四轨单点,A - 二轨长条右滑^^^A - 三轨长条左滑,419,775,74 + 0.4,269、270、271、356,A - 一轨单点,A - 二轨长条右滑,419,775,1566470,37 + 0.2
D,9,"Dear Future Husband","Meghan Trainor",100,,分开,160 + 464、160 + 465、160 + 466、160 + 796、160 + 797、160 + 464、160 + 465、160 + 466、160 + 796、160 + 797,A - 三轨单点^^^B - 四轨单点,A - 二一轨滑键^^^B - 一轨长条结尾,436,1068,73 + 0.4,160、161、464、465、466、796、797,A - 三轨单点,A - 二一轨滑键,436,1068,1949856,37 - 0.3
N,9,"No Joke","罗志祥",100,,分开,66 + 173、66 + 395、66 + 577、66 + 173、66 + 395、66 + 577、66 + 173、66 + 395、66 + 577、66 + 173,A - 三轨单点^^^A - 一轨单点、三轨单点,A - 三轨单点^^^A - 二轨单点,317,689,72 - 0.2,66,A - 三轨单点,A - 三轨单点,317,689,1730057,38 + 0.3
,,"I'm OK","小青龙",,,分开,104 + 530,A - 四轨单点^^^B - 一轨单点,A - 一轨长条右滑^^^B - 一二轨滑键,254,651,73 + 0.2,530,B - 一轨单点,B - 一二轨滑键,254,651,1432566,37 + 0.0
L,7,"荔枝声界","QQ炫舞手游",100,,分开,454 + 735、454 + 739,A - 三轨单点^^^B - 四轨长条中间,A - 三轨长条右滑^^^B - 二轨长条右滑,530,1059,79 + 0.2,735、739,B - 四轨长条中间,B - 二轨长条右滑,530,1059,2001235,41 - 0.1
,,"绿色","GReeeeN",,,分开,443 + 514,B - 一轨长条中间^^^B - 三轨单点,B - 一轨单点^^^B - 二轨长条左滑,263,630,60 - 0.5,443,B - 一轨长条中间,B - 一轨单点,263,630,1170518,30 - 0.1
U,10,"UNION","OxT",,,分开,727 + 1129、727 + 1136,B - 一轨长条右滑、三四轨滑条^^^B - 一二轨滑键、三四轨滑条,B - 二轨单点^^^B - 一轨单点,590,1217,88 - 0.3,727,B - 一轨长条右滑、三四轨滑条,B - 二轨单点,590,1217,2354346,44 + 0.2
L,7,"零之相册(QQ炫舞手游原创音乐)","埋葬&优十",50,,分开,512 + 605,B - 三轨单点^^^B - 三轨单点,B - 一轨单点^^^B - 四轨单点,493,1030,78 - 0.5,605,B - 三轨单点,B - 四轨单点,493,1030,1738766,40 - 0.2
I,8,"I Knew You Were Trouble","Taylor Swift",,,分开,97 + 194,A - 四轨长条左滑^^^A - 二轨长条开始,A - 二轨单点、三轨长条中间^^^A - 二轨长条中间,580,982,81 + 0.2,97,A - 四轨长条左滑,A - 二轨单点、三轨长条中间,580,982,1600859,42 - 0.5
,,"合二为一","王栎鑫",,,分开,316 + 764,A - 二一轨滑条、四三轨滑条^^^B - 一二轨滑条、三四轨滑条,A - 一轨长条开始^^^B - 四轨长条开始,593,1041,71 + 0.0,316、764,A - 二一轨滑条、四三轨滑条,A - 一轨长条开始,593,1041,1662910,36 - 0.5
H,6,"喊出我的名字","创造营2019学员",,红色,分开,209 + 409,A - 三轨单点^^^B - 一轨单点,A - 三轨单点^^^B - 二轨单点,304,592,68 + 0.2,209、409,A - 三轨单点,A - 三轨单点,304,592,1209742,34 + 0.1
,,"if","西野カナ",,,分开,158 + 428、218 + 428,A - 一轨单点^^^B - 二轨单点,A - 一轨单点^^^B - 一轨长条右滑,363,692,57 - 0.4,428,B - 二轨单点,B - 一轨长条右滑,363,692,1141738,29 - 0.2
L,6,"两双","谢安琪/吉克隽逸",,红色,分开,206 + 463,A - 一轨单点^^^B - 四轨单点,A - 二轨单点^^^B - 三轨单点,275,556,70 + 0.0,206、463,A - 一轨单点,A - 二轨单点,275,556,1205666,35 + 0.0
,,"Victory(困难版)","Bond",50,,分开,704 + 1280,A - 一轨长条开始、五四轨滑键^^^B - 五轨单点,A - 一轨长条右滑、五轨长条中间^^^B - 二轨长条左滑、五轨长条中间,882,1671,161 + 0.1,1280,B - 五轨单点,B - 二轨长条左滑、五轨长条中间,882,1671,3649842,90 + 0.3
C,9,"春夏秋冬","Sumika",,,分开,406 + 1169,A - 三四轨滑键^^^B - 二一轨滑键,A - 二轨长条中间、三轨长条结尾^^^B - 二轨长条结尾、三轨长条中间,808,1571,87 + 0.2,406、1169,A - 三四轨滑键,A - 二轨长条中间、三轨长条结尾,808,1571,2536961,44 - 0.4
