字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"勇往直前恋上你","王霏霏/赵天宇",,红色,分开,138 + 354、138 + 356,A - 右边单点^^^B - 右下单点,A - 左下单点^^^B - 左下单点,240,455,62 - 0.3,354、356,B - 右下单点,B - 左下单点,240,455,916790,31 + 0.4
N,7,"narrative","泽野弘之/LiSA",,,分开,792 + 957,B - 左边滑点^^^B - 左下单点、右下单点,B - 左边右滑条结尾、右下右滑条结尾^^^B - 右边单点,486,1090,71 + 0.1,957,B - 左下单点、右下单点,B - 右边单点,486,1090,1552076,39 + 0.3
,,"1234","韩安旭",,红色,分开,165 + 370,A - 右下右滑条中间^^^B - 右下右滑条中间,A - 右下单点^^^B - 左边单点,252,510,66 + 0.2,165、370,A - 右下右滑条中间,A - 右下单点,252,510,1083083,33 + 0.1
H,8,"Hey Baby 你是我的","李佳薇",,,分开,574 + 1096、574 + 1129、574 + 1130、574 + 1131,B - 左边滑点^^^B - 右边单点,B - 右下单点^^^B - 左下滑点,574,1250,84 + 0.0,574、1096、1129、1130、1131,B - 左边滑点,B - 右下单点,574,1250,2223369,42 + 0.0
,,"玫瑰少年","蔡依林",,红色,分开,76 + 274,A - 左边单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点,273,487,60 - 0.2,76,A - 左边单点,A - 右边单点,273,487,877505,30 + 0.2
,,"Real Change","Masetti",,,分开,98 + 259、98 + 260,A - 右下单点^^^A - 右下单点,A - 左下单点^^^A - 右边滑点,309,616,69 + 0.1,98,A - 右下单点,A - 左下单点,309,616,1339554,35 + 0.0
J,8,"寂静之空","傅许",,,分开,766 + 864,B - 左下单点、右下单点^^^B - 左边单点,B - 左下单点^^^B - 左下单点、右边单点,499,943,86 + 0.2,864,B - 左边单点,B - 左下单点、右边单点,499,943,1912953,43 + 0.4
B,7,"被遗忘的天使","萧忆情",,,分开,416 + 936,A - 中间左滑条中间^^^B - 中间右滑条中间,A - 右下滑点^^^B - 左下滑点,629,1148,73 - 0.1,416,A - 中间左滑条中间,A - 右下滑点,629,1148,1639226,38 + 0.0
D,7,"Defiance","雨宮天",,,分开,144 + 1350、144 + 1370、875 + 1350、875 + 1370,A - 左下左滑条开始、右边左滑条开始^^^B - 右边右滑条左拐、左下左滑条开始,A - 右下长条中间^^^B - 左边右滑条中间、右边长条中间,695,1495,76 + 0.2,1350、1370,B - 右边右滑条左拐、左下左滑条开始,B - 左边右滑条中间、右边长条中间,695,1495,2175346,41 + 0.1
,,"狂欢夜","QQ炫舞原创",,红色,分开,485 + 596、486 + 596,B - 左边长条结尾^^^B - 左边单点、右边单点,B - 左下单点、右下单点^^^B - 左边单点、右边单点,186,707,79 - 0.1,596,B - 左边单点、右边单点,B - 左边单点、右边单点,186,707,1314145,40 - 0.1
X,6,"炫舞","陈伟霆",,,分开,338 + 651,A - 左边长条开始^^^B - 左边左滑条中间,A - 左边单点、右边长条开始^^^B - 左边单点、右边单点,500,929,69 + 0.3,338,A - 左边长条开始,A - 左边单点、右边长条开始,500,929,1508448,37 - 0.5
,,"Ring Ding Dong","SHINee",,红色,分开,163 + 355、164 + 355、165 + 355、166 + 355,A - 左下单点^^^B - 右边长条开始,A - 左边单点^^^B - 左下单点,295,638,66 + 0.3,355,B - 右边长条开始,B - 左下单点,295,638,1158364,35 - 0.2
*,8,"ヒトガタ","HIMEHINA",,,分开,556 + 621,B - 左边单点^^^B - 右边单点,B - 右边单点^^^B - 右边左滑条中间,556,1043,78 + 0.0,556、558、559,B - 左边单点,B - 右边单点,556,1043,1754176,40 + 0.2
L,7,"荔枝声界","QQ炫舞手游",,,分开,453 + 729,A - 左边单点^^^B - 左下左滑条结尾、右边单点,A - 左边右滑条中间^^^B - 左边右滑条中间、右边单点,560,1113,82 + 0.4,453,A - 左边单点,A - 左边右滑条中间,560,1113,1868119,43 + 0.1
,,"你曾那么爱我","陈势安",,红色,分开,180 + 525,A - 左边单点、右边单点^^^B - 右边单点,A - 左下长条结尾、右边滑点^^^B - 左边右滑条结尾、右下单点,310,777,75 - 0.5,525,B - 右边单点,B - 左边右滑条结尾、右下单点,310,777,1405044,38 - 0.1
,,"等我先说","夏天Alex",,,分开,277 + 606,A - 右下右滑条开始^^^B - 右边单点,A - 左下长条结尾、右边单点^^^B - 左下单点,363,701,60 + 0.4,277,A - 右下右滑条开始,A - 左下长条结尾、右边单点,363,701,1220669,31 - 0.4
,,"I Won’t Let You Go","GOT7",,红色,分开,201 + 466、201 + 468、202 + 466、202 + 468、203 + 466、203 + 468,A - 右下单点^^^B - 左下单点,A - 右边单点^^^B - 左边单点,266,531,62 + 0.2,201、202、203、466、468,A - 右下单点,A - 右边单点,266,531,975355,31 + 0.1
D,7,"Digital World","Amaranthe",,,分开,448 + 518,B - 左边单点^^^B - 左边单点,B - 左下单点、右边单点^^^B - 左下长条结尾、右边长条结尾,359,718,62 + 0.4,518,B - 左边单点,B - 左下长条结尾、右边长条结尾,359,718,1211934,31 + 0.4
D,8,"Dear Future Husband","Meghan Trainor",,,分开,505 + 864,B - 右边长条中间^^^B - 左边右滑条中间,B - 左下单点、右边单点^^^B - 左边单点、右下单点,441,1128,75 + 0.4,864,B - 左边右滑条中间,B - 左边单点、右下单点,441,1128,1995215,41 - 0.5
L,7,"两双","谢安琪/吉克隽逸",,红色,分开,206 + 469,A - 右边单点^^^B - 左边单点,A - 左下单点^^^B - 右下单点,280,574,69 + 0.4,206、469,A - 右边单点,A - 左下单点,280,574,1167707,35 - 0.3
W,6,"王妃","萧敬腾",,红色,分开,554 + 629、570 + 629,B - 左下单点^^^B - 右下右滑条开始,B - 左边单点^^^B - 左边长条结尾、右边长条结尾,295,766,74 + 0.1,629,B - 右下右滑条开始,B - 左边长条结尾、右边长条结尾,295,766,1338757,42 - 0.3
D,9,"Dear Brave","鹿乃",,,分开,945 + 1689、947 + 1689,B - 左边单点、右下单点^^^B - 左下左滑条开始、右边单点,B - 右边长条结尾、左边单点^^^B - 左边单点、右边单点,849,1764,85 - 0.2,1689,B - 左下左滑条开始、右边单点,B - 左边单点、右边单点,849,1764,3031410,44 + 0.1
Y,7,"月光传说","桃色幸运草Z",,,分开,274 + 563、274 + 564、274 + 859、274 + 860、275 + 563、275 + 564、275 + 859、275 + 860、563 + 859、563 + 860,A - 右边单点^^^B - 左边单点,A - 左下单点^^^B - 右下单点,413,998,75 + 0.2,274、275、563、564、859、860,A - 右边单点,A - 左下单点,413,998,1682152,38 - 0.4
L,8,"恋人募集中","天月-あまつき-",,,分开,575 + 801,B - 左边单点、右下单点^^^B - 左下单点、右边单点,B - 左下单点、右边单点^^^B - 左边单点、右下单点,493,1096,69 + 0.0,575、801,B - 左边单点、右下单点,B - 左下单点、右边单点,493,1096,1724788,35 - 0.5
D,8,"等待","黄龄",,,分开,321 + 782,A - 右边单点^^^B - 右边单点,A - 右边单点^^^B - 右边滑点,468,897,72 - 0.3,782,B - 右边单点,B - 右边滑点,468,897,1768263,36 - 0.1
T,9,"the WORLD","Nightmare",,,分开,460 + 618、460 + 1187,A - 右下单点^^^A - 左下左滑条开始、右下单点,A - 右边滑点^^^A - 左下滑点,786,1384,83 + 0.4,460,A - 右下单点,A - 右边滑点,786,1384,2304494,42 - 0.2
S,7,"傻呆呆","BY2",,红色,分开,101 + 293,A - 左边单点^^^A - 右下单点,A - 左边滑点^^^A - 左下单点,370,680,65 - 0.1,101,A - 左边单点,A - 左边滑点,370,680,1244143,33 - 0.1
M,10,"MY舞☆TONIGHT","Aqours",,,分开,341 + 1461,A - 左边单点、右边单点^^^B - 右下单点,A - 右边单点^^^B - 左边单点、右边单点,733,1578,99 + 0.1,1461,B - 右下单点,B - 左边单点、右边单点,733,1578,3070477,52 + 0.1
L,10,"林中鸟(困难版)","葛林",,,分开,624 + 1254,B - 右边滑点^^^B - 左边单点、右下滑点,B - 右边长条结尾、左边单点^^^B - 左边长条结尾、右边单点,568,1475,108 + 0.1,1254,B - 左边单点、右下滑点,B - 左边长条结尾、右边单点,568,1475,2774507,66 - 0.2
,,"蹁跹舞(QQ炫舞手游原创音乐)","QQ炫舞手游",,红色,分开,165 + 420,A - 左下单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点、右边单点,254,618,65 - 0.1,420,B - 右边单点,B - 左边单点、右边单点,254,618,1037828,33 + 0.3
C,8,"Colourful","Virginia To Vegas",,,分开,420 + 920、420 + 930、425 + 920、425 + 930、430 + 920、430 + 930,A - 左边长条中间、右边单点^^^B - 右边长条中间、左边单点,A - 右边长条中间、左边单点^^^B - 左边长条中间、右边单点,552,1109,85 + 0.4,420、430、920、930,A - 左边长条中间、右边单点,A - 右边长条中间、左边单点,552,1109,1781733,43 - 0.3
,,"if","西野カナ",,,分开,291 + 449、291 + 454,A - 左下单点、右下单点^^^B - 左下左滑条开始,A - 左边单点^^^B - 左边单点,385,722,61 + 0.1,291,A - 左下单点、右下单点,A - 左边单点,385,722,1189818,31 - 0.3
,,"HURT","Jasmine Sokko",,红色,分开,151 + 380、152 + 380、153 + 380、155 + 380、156 + 380、162 + 380、163 + 380、164 + 380,A - 右边单点^^^B - 左边单点、右边单点,A - 左下单点^^^B - 左边单点、右边单点,212,442,71 + 0.2,380,B - 左边单点、右边单点,B - 左边单点、右边单点,212,442,964526,38 - 0.3
G,8,"Get Cool","Stray Kids",,,分开,98 + 475、98 + 478、98 + 479,A - 左下单点、右下单点^^^B - 左边单点,A - 左下单点^^^B - 左边单点,433,780,74 - 0.1,475、478、479,B - 左边单点,B - 左边单点,433,780,1560649,38 - 0.4
D,8,"Don't Leave Me","防弹少年团",,,分开,331 + 765,A - 左下单点、右边单点^^^B - 左边单点、右下单点,A - 右边左滑条开始^^^B - 左边右滑条开始,454,915,72 + 0.4,331、765,A - 左下单点、右边单点,A - 右边左滑条开始,454,915,1512881,36 + 0.2
F,8,"Firefly","Abba Teens",,,分开,98 + 451,A - 左下单点、右下单点^^^B - 左下滑点,A - 左边长条结尾、右边左滑条结尾^^^B - 右下右滑条开始,451,817,63 + 0.4,98,A - 左下单点、右下单点,A - 左边长条结尾、右边左滑条结尾,451,817,1313867,32 - 0.2
P,8,"僕は僕であって","angela/fripSide",,,分开,462 + 1048,A - 左边单点、右下单点^^^B - 左下单点、右边单点,A - 左边长条结尾^^^B - 右边长条结尾,564,1290,74 + 0.4,462、1048,A - 左边单点、右下单点,A - 左边长条结尾,564,1290,1989764,37 + 0.2
I,6,"I Love You","EXID",,红色,分开,163 + 487、163 + 494、169 + 487、169 + 494、170 + 487、170 + 494,A - 左下单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点,313,712,71 + 0.4,163、169、487、494,A - 左下单点,A - 右边单点,313,712,1283849,36 - 0.3
S,7,"斯诺克","付辛博",,,分开,275 + 564,A - 左边长条中间、右下滑点^^^B - 左边单点,A - 右下滑点^^^B - 右下滑点,385,849,78 - 0.4,564,B - 左边单点,B - 右下滑点,385,849,1493986,39 + 0.2
,,"The Fire","吉克隽逸",,红色,分开,151 + 343,A - 左边单点^^^B - 右边单点,A - 左边单点^^^B - 右边单点,252,492,69 + 0.0,151、343,A - 左边单点,A - 左边单点,252,492,950992,35 - 0.5
C,8,"春夏秋冬","Sumika",,,分开,373 + 1034、382 + 1034、1034 + 1189,A - 左边单点、右边单点^^^B - 左下滑点,A - 左边单点、右边单点^^^B - 左边单点、右边单点,788,1596,86 - 0.1,1034,B - 左下滑点,B - 左边单点、右边单点,788,1596,2440700,43 + 0.2
D,9,"Dancing on","FTISLAND",,,分开,444 + 1344、444 + 1346,A - 右边长条中间、左下单点^^^B - 左边单点、左下单点,A - 左下滑点^^^B - 中间长条结尾、右边长条结尾,833,1615,91 + 0.4,1344、1346,B - 左边单点、左下单点,B - 中间长条结尾、右边长条结尾,833,1615,2314710,47 - 0.4
B,8,"Bubble Pop!","泫雅",,,分开,244 + 567、244 + 591、268 + 567、268 + 591,A - 右边滑点^^^B - 左边滑点,A - 右边单点^^^B - 左边单点,371,743,67 + 0.4,244、268、567、591,A - 右边滑点,A - 右边单点,371,743,1613198,34 - 0.3
S,8,"Somebody Told Me","Charlie Puth",100,,分开,261 + 1067、263 + 1067、858 + 1067、860 + 1067,A - 左下左滑条结尾、右边滑点^^^B - 左下左滑条结尾、右边单点,A - 左边滑点^^^B - 右下滑点,550,1217,77 + 0.3,1067,B - 左下左滑条结尾、右边单点,B - 右下滑点,550,1217,1795388,39 - 0.1
,,"帅一个","罗志祥",,,分开,225 + 567,A - 左下单点^^^B - 右下单点,A - 左下单点^^^B - 右下单点,414,970,79 - 0.2,225、567,A - 左下单点,A - 左下单点,414,970,1870736,39 + 0.4
N,6,"No","CLC",,,分开,9 + 363、9 + 364,A - 右下单点^^^B - 左下单点,A - 右边单点^^^B - 左边单点,332,760,65 + 0.2,363、364,B - 左下单点,B - 左边单点,332,760,1284714,32 + 0.2
*,9,"オメガリズム","UPLIFT SPICE",,,分开,1030 + 1115、1030 + 1116、1030 + 1117、1030 + 1118、1030 + 1119、1031 + 1115、1031 + 1116、1031 + 1117、1031 + 1118、1031 + 1119,B - 左边单点^^^B - 左下单点,B - 右边单点^^^B - 右边长条结尾、左边单点,569,1423,91 - 0.4,1115、1116、1117、1118、1119,B - 左下单点,B - 右边长条结尾、左边单点,569,1423,2568658,50 - 0.4
G,9,"更新","Sabão",,,分开,466 + 962,A - 左下左滑条开始^^^B - 左下单点,A - 左边单点、右边单点^^^B - 左边长条结尾、右边长条结尾,533,1207,77 + 0.2,962,B - 左下单点,B - 左边长条结尾、右边长条结尾,533,1207,2291729,40 - 0.2
Z,10,"ZastiZ(QQ炫舞手游原创音乐)","JurokuNeta",,,分开,157 + 590,A - 左下单点、右边单点^^^B - 右下单点,A - 左边右滑条中间、右边长条中间^^^B - 左下滑点,503,1024,99 - 0.5,590,B - 右下单点,B - 左下滑点,503,1024,2007648,50 - 0.1
Y,7,"You Are My Only One","袁娅维/小宇",,,分开,199 + 697,A - 右下右滑条中间^^^B - 左下左滑条中间,A - 右下滑点^^^B - 左下滑点,459,957,77 - 0.4,199、697,A - 右下右滑条中间,A - 右下滑点,459,957,1460068,38 + 0.3
B,6,"Born This Way","Lady Gaga",,红色,分开,154 + 240、240 + 509,A - 左边单点、右边单点^^^A - 左下单点、右下单点,A - 左下单点、右下单点^^^A - 左边单点、右下单点,350,734,82 - 0.5,240,A - 左下单点、右下单点,A - 左边单点、右下单点,350,734,1526474,42 + 0.4
Q,6,"青花引","Ace组合",,红色,分开,381 + 484,B - 左下滑点^^^B - 右边长条中间,B - 右边单点^^^B - 左下左滑条结尾,294,570,59 - 0.1,484,B - 右边长条中间,B - 左下左滑条结尾,294,570,997350,31 - 0.2
,,"完美体贴","新乐尘符/李思雨/林俊呈",,红色,分开,211 + 280,B - 右下长条开始^^^B - 左下单点,B - 左边单点、右边单点^^^B - 右边单点,209,425,64 + 0.4,211,B - 右下长条开始,B - 左边单点、右边单点,209,425,1104217,32 + 0.3
Y,8,"雲を抜けた青空","Da-iCE",,,分开,361 + 944,A - 左边右滑条开始、右下右滑条开始^^^B - 左下左滑条开始、右边左滑条开始,A - 右边单点^^^B - 左边单点,559,1176,72 + 0.2,361、944,A - 左边右滑条开始、右下右滑条开始,A - 右边单点,559,1176,1754488,36 + 0.1
W,6,"What if(QQ炫舞手游原创音乐)","TetraCalyx",,红色,分开,356 + 453,B - 左边滑点^^^B - 中间长条开始,B - 左边单点^^^B - 右边长条结尾、左边右滑条结尾,256,745,69 + 0.1,453,B - 中间长条开始,B - 右边长条结尾、左边右滑条结尾,256,745,1179155,35 + 0.3
J,9,"君にふれて","安月名莉子",,,分开,199 + 808、199 + 847,A - 右边左滑条开始^^^B - 左边单点、右边单点,A - 左边单点、右边单点^^^B - 左边长条结尾、右边单点,630,1285,79 - 0.4,808,B - 左边单点、右边单点,B - 左边长条结尾、右边单点,630,1285,2215844,39 + 0.3
,,"仁心所向","河图",,,分开,412 + 899,A - 右下单点^^^B - 左边单点、右边单点,A - 左下长条结尾、右边单点^^^B - 右下右滑条结尾、左边单点,685,1168,79 + 0.0,899,B - 左边单点、右边单点,B - 右下右滑条结尾、左边单点,685,1168,1858268,40 + 0.0
N,6,"Numb","Linkin Park",,红色,分开,172 + 447、172 + 463、179 + 447、179 + 463,A - 左边单点、右边单点^^^B - 左边单点、右边单点,A - 左边单点、右边单点^^^B - 左边单点、右边单点,251,582,77 - 0.2,447、463,B - 左边单点、右边单点,B - 左边单点、右边单点,251,582,1145945,39 + 0.3
,,"空山新雨后","音阙诗听/锦零",,红色,分开,194 + 330,B - 左边单点^^^B - 右下单点,B - 左边单点、右边单点^^^B - 右边单点,194,411,64 + 0.2,194,B - 左边单点,B - 左边单点、右边单点,194,411,842401,33 + 0.2
W,6,"望","张碧晨/赵丽颖",,红色,分开,453 + 644、455 + 644,B - 左下单点^^^B - 右边长条中间,B - 右下单点^^^B - 中间单点、右边单点,269,715,83 + 0.2,644,B - 右边长条中间,B - 中间单点、右边单点,269,715,1400392,42 + 0.1
M,7,"冒险蓝图","Chic Chili",,,分开,264 + 836,A - 左下单点^^^B - 右下单点,A - 右边单点^^^B - 左边单点,636,1188,75 - 0.2,264、836,A - 左下单点,A - 右边单点,636,1188,1878109,37 + 0.4
W,7,"我要给世界最悠长的湿吻 Kisses For The World","蔡健雅",20,,分开,274 + 881,A - 右边左滑条中间^^^B - 左边右滑条中间,A - 左边滑点^^^B - 右边滑点,587,1142,73 - 0.2,274、881,A - 右边左滑条中间,A - 左边滑点,587,1142,1577874,36 + 0.4
Z,6,"最近","王小帅",,红色,分开,236 + 614,A - 左下单点^^^B - 右下单点,A - 中间单点^^^B - 中间单点,369,747,74 + 0.4,236、614,A - 左下单点,A - 中间单点,369,747,1292790,37 + 0.2
,,"FOOLISH","Meghan Trainor",,红色,分开,253 + 440,A - 右下单点^^^B - 左下单点,A - 右下单点^^^B - 右下右滑条结尾,316,617,57 + 0.3,440,B - 左下单点,B - 右下右滑条结尾,316,617,1079969,29 - 0.2
,,"原点","徐梦圆",,,分开,251 + 895,A - 左边单点^^^B - 左下长条开始,A - 左边右滑条开始、右下滑点^^^B - 左边单点、右下滑点,570,1254,86 - 0.3,895,B - 左下长条开始,B - 左边单点、右下滑点,570,1254,1739269,46 - 0.3
,,"捕风","音频怪物/汐音社",,,分开,409 + 849、849 + 1089,A - 左边滑点^^^B - 左下左滑条中间,A - 左边右滑条结尾、右边单点^^^B - 右下滑点,662,1340,70 - 0.2,849,B - 左下左滑条中间,B - 右下滑点,662,1340,1887037,36 - 0.2
V,10,"Victory(困难版)","Bond",,,分开,178 + 1401、856 + 1401,A - 左下单点、右下单点^^^B - 左下单点、右下单点,A - 右边长条开始^^^B - 右边单点,796,1460,110 - 0.5,1401,B - 左下单点、右下单点,B - 右边单点,796,1460,3406632,59 + 0.0
,,"Baby Don't Cry","于湉",,红色,分开,196 + 436,A - 左边左滑条开始^^^B - 右边右滑条开始,A - 右下单点^^^B - 左下单点,255,495,57 + 0.4,196、436,A - 左边左滑条开始,A - 右下单点,255,495,970982,29 - 0.3
S,6,"盛装游行","back number",,,分开,465 + 653,B - 左边长条中间^^^B - 右边左滑条结尾、左边单点,B - 左边单点^^^B - 左下长条结尾、右边单点,385,807,69 + 0.4,653,B - 右边左滑条结尾、左边单点,B - 左下长条结尾、右边单点,385,807,1347714,36 - 0.5
,,"我们是太阳","筷子兄弟",,红色,分开,334 + 612,B - 右下单点^^^B - 左边滑点,B - 左下长条中间^^^B - 左边长条结尾,329,688,52 - 0.1,612,B - 左边滑点,B - 左边长条结尾,329,688,997019,29 + 0.0
,,"courage","戸松遥",,,分开,213 + 1140、928 + 1140,A - 左下单点、右边左滑条开始^^^B - 左下滑点,A - 左边单点^^^B - 左边滑点,676,1419,70 + 0.2,1140,B - 左下滑点,B - 左边滑点,676,1419,2043553,36 - 0.2
,,"不逃","罗志祥",,红色,分开,204 + 412,A - 左边单点^^^B - 右下单点,A - 左边单点^^^B - 左边单点,255,507,65 - 0.3,412,B - 右下单点,B - 左边单点,255,507,962018,32 + 0.4
Q,6,"乞丐","摩登兄弟",,,分开,339 + 835,A - 左边右滑条中间^^^B - 左边滑点,A - 右边滑点^^^B - 左下单点,452,903,61 + 0.4,339,A - 左边右滑条中间,A - 右边滑点,452,903,1306810,31 - 0.1
,,"那时正好","赵政豪",,,分开,301 + 709,B - 左边长条开始、右下长条开始^^^B - 左下单点,B - 左下长条开始、右边单点^^^B - 右边单点,301,867,62 + 0.1,301,B - 左边长条开始、右下长条开始,B - 左下长条开始、右边单点,301,867,1338192,32 + 0.1
L,6,"Look What You Made Me Do","Taylor Swift",,红色,分开,454 + 513、454 + 516、455 + 514、455 + 516、456 + 515、456 + 516、457 + 516,B - 左下单点^^^B - 右边单点,B - 右边单点^^^B - 左下单点,239,578,77 - 0.2,504、506,B - 左下单点,B - 左下单点,239,578,1271181,40 - 0.2
H,7,"坏女孩","陈嘉桦",,,分开,181 + 604,A - 左边单点^^^B - 右边单点,A - 中间单点^^^B - 左下单点,403,1016,71 - 0.3,604,B - 右边单点,B - 左下单点,403,1016,1607638,36 + 0.1
N,9,"No Joke","罗志祥",,,分开,95 + 432,A - 右下单点^^^B - 右边滑点,A - 左边单点^^^B - 左边滑点,432,1015,72 - 0.2,95,A - 右下单点,A - 左边单点,432,1015,1812841,38 - 0.4
,,"Play It Cool","Steve Aoki/MONSTA X",,红色,分开,142 + 273、144 + 273、145 + 273、146 + 273,A - 左边单点、右边单点^^^B - 左下单点,A - 左边滑点^^^B - 左下单点,250,502,60 + 0.1,142、144、145、146,A - 左边单点、右边单点,A - 左边滑点,250,502,1035660,30 + 0.1
Y,6,"越来越近","苏醒",,红色,分开,98 + 346,A - 左边左滑条中间^^^B - 右下单点,A - 右下单点^^^B - 左下左滑条开始,260,613,73 + 0.2,346,B - 右下单点,B - 左下左滑条开始,260,613,1223389,37 - 0.2
,,"For You","高颖浠",,红色,分开,223 + 390,A - 右下单点^^^B - 左边单点,A - 右下单点^^^B - 左边长条中间、右边滑点,278,616,70 + 0.0,390,B - 左边单点,B - 左边长条中间、右边滑点,278,616,1038733,36 + 0.3
H,8,"火炎","女王蜂",,,分开,663 + 1489、663 + 1491,A - 左边右滑条开始^^^B - 左下单点,A - 左边单点、右边单点^^^B - 左边单点,741,1614,90 - 0.2,1489、1491,B - 左下单点,B - 左边单点,741,1614,2431451,46 + 0.2
E,9,"Electroheart","Amaranthe",,红色,分开,128 + 630、134 + 630,A - 右下右滑条中间、左下单点^^^B - 右下右滑条开始,A - 左边滑点^^^B - 左边单点、中间滑点,468,1019,105 - 0.4,128、134,A - 右下右滑条中间、左下单点,A - 左边滑点,468,1019,1929495,54 - 0.2
,,"Too Much","Carly Rae Jepsen",,红色,分开,96 + 291,A - 左边滑点^^^B - 右边滑点,A - 右下单点^^^B - 左边单点,187,403,59 + 0.4,291,B - 右边滑点,B - 左边单点,187,403,760946,30 - 0.3
,,"Sky","Steerner",,,分开,75 + 124,A - 右下单点^^^A - 左下滑点,A - 左下单点^^^A - 左边单点,262,812,64 + 0.2,124,A - 左下滑点,A - 左边单点,262,812,1308293,33 - 0.4
H,7,"坏掉的大人","陈势安",,,分开,965 + 1098,B - 右边单点^^^B - 左边滑点、右下滑点,B - 左下滑点^^^B - 左边长条结尾、右边单点,543,1206,79 - 0.5,1098,B - 左边滑点、右下滑点,B - 左边长条结尾、右边单点,543,1206,2088252,44 + 0.2
W,7,"What U Do to Me","Roshelle",,,分开,849 + 1052,B - 左边长条开始^^^B - 右边滑点,B - 右边单点^^^B - 左边单点、右边单点,559,1186,83 + 0.1,849,B - 左边长条开始,B - 右边单点,559,1186,1964889,44 + 0.1
H,6,"喊出我的名字","创造营2019学员",,红色,分开,311 + 377,B - 右边单点^^^B - 左边长条开始、右边长条开始,B - 右下单点^^^B - 中间单点,261,519,69 + 0.0,377,B - 左边长条开始、右边长条开始,B - 中间单点,261,519,1142781,36 + 0.0
,,"绿色","GReeeeN",,,分开,106 + 494、106 + 499、107 + 494、107 + 499、108 + 494、108 + 499、279 + 494、279 + 499、280 + 494、280 + 499,A - 左下单点^^^B - 右边长条开始,A - 左下单点^^^B - 左边滑点,237,545,55 + 0.3,494、499,B - 右边长条开始,B - 左边滑点,237,545,1082938,28 + 0.4
,,"就喜欢你","董又霖",,红色,分开,151 + 366,A - 右下单点^^^B - 左边单点,A - 左边单点^^^B - 左边单点,218,426,61 + 0.3,366,B - 左边单点,B - 左边单点,218,426,842496,32 - 0.2
M,6,"莫名奇妙爱上你","朱主爱",,,分开,408 + 660,B - 右下单点^^^B - 左下单点,B - 左边单点^^^B - 右边单点,403,773,60 - 0.4,408、660,B - 右下单点,B - 左边单点,403,773,1275555,30 - 0.2
L,6,"Ladybees","蜜蜂少女队",,红色,分开,327 + 497,B - 左边单点、右下单点^^^B - 左下单点,B - 左边单点、右下单点^^^B - 左下左滑条中间,221,620,65 + 0.1,327,B - 左边单点、右下单点,B - 左边单点、右下单点,221,620,1158959,33 - 0.2
T,10,"天樂","和楽器バンド",,,分开,1270 + 1430,B - 左边单点、右边单点^^^B - 右下单点,B - 左边长条结尾、右边长条结尾^^^B - 右下滑点,766,1813,119 - 0.4,1270,B - 左边单点、右边单点,B - 左边长条结尾、右边长条结尾,766,1813,3744592,59 + 0.4
,,"Monsters","Katie Sky",,红色,分开,133 + 276,A - 左下单点^^^B - 右下单点,A - 左边单点^^^B - 右边单点,215,440,58 - 0.4,133、276,A - 左下单点,A - 左边单点,215,440,786543,29 - 0.2
,,"如果当时","胡夏",,红色,分开,319 + 520,B - 右下单点^^^B - 左边滑点、右边滑点,B - 左边单点^^^B - 右边左滑条开始,319,697,72 + 0.4,520,B - 左边滑点、右边滑点,B - 右边左滑条开始,319,697,1172968,40 + 0.2
,,"Turn Up","周汤豪",,红色,分开,180 + 494,A - 左下单点^^^B - 右下单点,A - 右下右滑条开始^^^B - 左下左滑条开始,293,594,59 + 0.4,180、494,A - 左下单点,A - 右下右滑条开始,293,594,1022740,30 - 0.3
,,"Baby","Justin Bieber",,红色,分开,242 + 537,A - 左下滑点^^^B - 右边滑点,A - 左下滑点^^^B - 右下滑点,355,746,69 - 0.2,537,B - 右边滑点,B - 右下滑点,355,746,1220921,35 + 0.0
Q,8,"前尘","SING女团",,,分开,637 + 764、639 + 764,B - 左下单点^^^B - 右下左滑条右拐、左边单点,B - 左边左滑条结尾、右边右滑条结尾^^^B - 右边单点,444,837,86 + 0.3,764,B - 右下左滑条右拐、左边单点,B - 右边单点,444,837,1641401,43 + 0.2
,,"365","Zedd/Katy Perry",,红色,分开,76 + 215,A - 左边单点^^^B - 左下单点,A - 左下单点^^^B - 左下单点,173,346,59 - 0.1,215,B - 左下单点,B - 左下单点,173,346,732837,30 - 0.4
,,"孤注一掷的舞者","DOES",100,,分开,305 + 767、305 + 768、305 + 769、305 + 768、305 + 769、305 + 768、305 + 769、305 + 768、305 + 769、305 + 768,A - 左边单点、右边单点^^^B - 右边单点,A - 左边单点^^^B - 左下单点,533,1042,82 + 0.1,767、768、769,B - 右边单点,B - 左下单点,533,1042,1776333,43 + 0.1
L,6,"铃兰(QQ炫舞手游原创音乐)","埋葬&优十",,,分开,471 + 617,B - 左边长条中间^^^B - 左边单点,B - 左下滑点^^^B - 左下左滑条结尾,408,824,62 - 0.3,471,B - 左边长条中间,B - 左下滑点,408,824,1510562,31 - 0.1
