字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"我曾","1908公社",,红色,分开,53 + 246、55 + 246,A - 右边滑键^^^B - 左边单点,A - 右边单点^^^B - 左边白球,165,355,63 + 0.2,246,B - 左边单点,B - 左边白球,165,355,964957,32 - 0.4
*,9,"ヒトガタ","HIMEHINA",,,分开,18 + 453、18 + 454、18 + 455、18 + 456、18 + 457、18 + 458、18 + 459、18 + 460、18 + 461、18 + 462,A - 左边滑键^^^B - 左边单点,A - 右边滑键^^^B - 右边单点,430,794,91 - 0.5,18,A - 左边滑键,A - 右边滑键,430,794,1982204,48 - 0.5
I,6,"I Love You","EXID",,红色,分开,80 + 318,A - 右边单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点,213,471,65 + 0.2,80,A - 右边单点,A - 右边单点,213,471,1175200,33 + 0.1
,,"黑暗骑士","林俊杰/五月天",,红色,分开,189 + 541、190 + 541、191 + 541,A - 左边单点^^^B - 右边单点,A - 左边长条结尾、右边单点^^^B - 左边白球,314,594,66 + 0.4,189、190、191,A - 左边单点,A - 左边长条结尾、右边单点,314,594,1279784,34 + 0.4
,,"最好的天气","郭采洁",,红色,分开,350 + 411,B - 左边单点^^^B - 右边单点,B - 右边白球^^^B - 右边白球,197,489,54 - 0.3,350,B - 左边单点,B - 右边白球,197,489,1020468,27 + 0.1
,,"Flower Dance","DJ OKAWARI",,红色,分开,64 + 179,A - 左边连点第 1 个^^^B - 右边白球,A - 左边白球^^^B - 左边长条结尾,129,272,54 - 0.5,179,B - 右边白球,B - 左边长条结尾,129,272,630941,28 - 0.5
,,"稀罕没理由","潘玮柏",,红色,分开,116 + 180、116 + 181、117 + 180、117 + 181、118 + 180、118 + 181,B - 右边单点^^^B - 左边单点,B - 左边白球^^^B - 右边白球,115,202,49 - 0.5,116、117,B - 右边单点,B - 左边白球,115,202,536470,25 - 0.5
Y,7,"月光传说","桃色幸运草Z",,,分开,207 + 381、207 + 579、381 + 579,A - 左边白球^^^B - 右边白球,A - 左边单点^^^B - 右边单点,249,621,66 + 0.0,207、381、579,A - 左边白球,A - 左边单点,249,621,1440607,33 + 0.0
H,8,"火花","高耀太",,,分开,295 + 802,A - 左边长条开始、右边长条开始^^^B - 左边白球、右边白球,A - 左边白球、右边白球^^^B - 左边滑键、右边滑键,405,896,93 - 0.1,802,B - 左边白球、右边白球,B - 左边滑键、右边滑键,405,896,2104741,48 + 0.3
,,"不醉不会","田馥甄",,,分开,519 + 652、520 + 652、521 + 652、522 + 652,B - 右边单点^^^B - 左边长条开始,B - 左边白球^^^B - 右边白球,348,736,82 - 0.3,519、520、521、522,B - 右边单点,B - 左边白球,348,736,1570175,41 + 0.0
S,7,"傻呆呆","BY2",,红色,分开,234 + 393、234 + 408、234 + 409,A - 左边连点第 1 个^^^B - 右边连点第 2 个,A - 右边连点第 2 个^^^B - 左边单点、右边滑键,277,481,78 + 0.0,234、393、408、409,A - 左边连点第 1 个,A - 右边连点第 2 个,277,481,1289169,39 + 0.0
G,9,"更新","Sabão",,,分开,838 + 901、839 + 901,B - 左边单点^^^B - 左边单点、右边单点,B - 右边白球^^^B - 右边连点第 1 个,454,963,83 + 0.0,901,B - 左边单点、右边单点,B - 右边连点第 1 个,454,963,2300523,43 - 0.5
,,"观花","萌娜丽莎/郑冰冰",,红色,分开,162 + 334,A - 左边长条中间^^^B - 右边长条中间,A - 左边白球^^^B - 右边白球,228,475,61 + 0.2,162,A - 左边长条中间,A - 左边白球,228,475,1036157,31 + 0.1
H,9,"HUSTLE","陈梓童",,,分开,129 + 413、129 + 418、129 + 420、129 + 421、129 + 422、130 + 413、130 + 418、130 + 420、130 + 421、130 + 422,A - 左边连点第 2 个^^^B - 左边连点第 1 个,A - 右边白球^^^B - 右边白球,413,921,74 - 0.5,129、130、131、132、133,A - 左边连点第 2 个,A - 右边白球,413,921,2253919,38 - 0.5
T,6,"The New Kings","Vicetone/Popeska/Luciana",,红色,分开,235 + 290,B - 左边长条中间^^^B - 右边单点,B - 左边单点^^^B - 右边单点,198,439,67 + 0.1,235、265,B - 左边长条中间,B - 左边单点,198,439,1255028,35 - 0.4
,,"Trap","Henry",,红色,分开,100 + 251、100 + 252、100 + 253、100 + 254、101 + 251、101 + 252、101 + 253、101 + 254、102 + 251、102 + 252,A - 右边单点^^^B - 右边单点,A - 右边白球^^^B - 右边白球,159,310,48 + 0.0,100、101、102、103、251、252、253、254,A - 右边单点,A - 右边白球,159,310,606992,24 + 0.0
C,9,"Colourful","Virginia To Vegas",,,分开,343 + 855、351 + 855,A - 左边长条中间、右边单点^^^B - 左边长条中间、右边白球,A - 左边白球、右边长条中间^^^B - 左边长条开始、右边滑键,482,985,91 - 0.2,855,B - 左边长条中间、右边白球,B - 左边长条开始、右边滑键,482,985,1954324,46 - 0.3
F,9,"风云喜","李常超",,,分开,95 + 796,A - 左边白球、右边长条中间^^^B - 右边连点第 1 个,A - 左边单点、右边单点^^^B - 右边白球,333,944,75 + 0.4,796,B - 右边连点第 1 个,B - 右边白球,333,944,1857505,38 + 0.0
,,"I am YOU","Stray Kids",,,分开,189 + 447,A - 右边滑键^^^B - 左边滑键,A - 右边单点^^^B - 左边单点,390,684,72 + 0.4,189、447,A - 右边滑键,A - 右边单点,390,684,1493824,36 + 0.2
S,6,"斯诺克","付辛博",,红色,分开,93 + 241,A - 左边白球^^^B - 右边单点,A - 左边单点^^^B - 右边单点,189,439,61 - 0.5,93,A - 左边白球,A - 左边单点,189,439,1140971,31 - 0.5
S,8,"生而倔强","熊汝霖",,,分开,298 + 372、302 + 372,A - 左边长条中间^^^A - 左边单点、右边单点,A - 左边连点第 2 个^^^A - 左边单点、右边单点,421,835,73 - 0.1,372,A - 左边单点、右边单点,A - 左边单点、右边单点,421,835,1585045,38 - 0.5
D,9,"Dancing on","FTISLAND",,,分开,207 + 499、207 + 500、207 + 501、207 + 502、499 + 656、500 + 656、501 + 656、502 + 656,A - 右边白球^^^B - 左边连点第 1 个,A - 右边白球^^^B - 左边连点第 2 个,486,946,69 + 0.4,499、500、501、502,B - 左边连点第 1 个,B - 左边连点第 2 个,486,946,1858515,35 - 0.1
H,6,"Here With You","Asher Book",100,红色,分开,101 + 412、102 + 412、113 + 412,A - 左边单点^^^B - 左边长条结尾、右边长条开始,A - 左边长条结尾、右边长条结尾^^^B - 右边白球,209,514,62 + 0.0,412,B - 左边长条结尾、右边长条开始,B - 右边白球,209,514,1191601,32 - 0.5
Z,7,"再遇不到你这样的人","庄心妍",,,分开,456 + 578、458 + 578,B - 右边白球^^^B - 左边单点、右边长条中间,B - 左边长条结尾、右边单点^^^B - 左边连点第 2 个、右边长条结尾,321,694,76 - 0.2,578,B - 左边单点、右边长条中间,B - 左边连点第 2 个、右边长条结尾,321,694,1506725,38 + 0.2
*,9,"ペガサス幻想","MAKE-UP",,,分开,202 + 301、301 + 591、301 + 592、301 + 593、301 + 594、302 + 591、302 + 592、302 + 593、302 + 594,A - 左边白球^^^B - 左边长条中间,A - 左边单点^^^B - 左边单点、右边单点,287,737,75 + 0.1,301,B - 左边长条中间,B - 左边单点、右边单点,287,737,1836402,38 + 0.4
Y,8,"YESTERDAY","Block B",,,分开,257 + 563、257 + 565、257 + 567、430 + 563、430 + 565、430 + 567、563 + 659、565 + 659、567 + 659,A - 右边白球^^^B - 左边连点第 1 个,A - 左边白球、右边长条结尾^^^B - 左边长条结尾、右边白球,309,748,68 + 0.4,565、567,B - 右边连点第 1 个,B - 左边白球,309,748,1644357,34 + 0.4
L,8,"L.I.E","EXID",,,分开,495 + 557、497 + 557,B - 右边连点第 1 个^^^B - 右边连点第 1 个,B - 左边长条结尾、右边单点^^^B - 左边长条结尾、右边长条结尾,339,611,75 - 0.3,495、497,B - 右边连点第 1 个,B - 左边长条结尾、右边单点,339,611,1422312,38 - 0.5
,,"心率","鹿晗",,红色,分开,64 + 165、64 + 166,A - 左边滑键^^^B - 左边单点,A - 左边单点^^^B - 右边长条结尾,98,275,42 + 0.2,165、166,B - 左边单点,B - 右边长条结尾,98,275,523646,22 - 0.5
,,"倾杯","SING女团",,,分开,213 + 444、214 + 444、216 + 444,A - 左边滑键^^^B - 左边单点、右边滑键,A - 右边单点^^^B - 左边单点,302,558,68 - 0.4,444,B - 左边单点、右边滑键,B - 左边单点,302,558,1310591,34 + 0.3
H,8,"换我陪你","炎亚纶",,,分开,450 + 988,A - 左边单点^^^B - 左边长条中间,A - 左边单点、右边单点^^^B - 左边单点、右边单点,509,1049,73 + 0.2,450,A - 左边单点,A - 左边单点、右边单点,509,1049,1914434,37 - 0.2
B,8,"被遗忘的天使","萧忆情",,,分开,278 + 634,A - 右边单点^^^B - 左边单点,A - 左边白球^^^B - 右边白球,427,783,69 + 0.4,278、634,A - 右边单点,A - 左边白球,427,783,1523102,35 - 0.3
N,9,"No Joke","罗志祥",,,分开,64 + 389,A - 左边连点第 1 个^^^B - 左边白球,A - 右边长条结尾^^^B - 右边白球,259,550,74 - 0.5,64,A - 左边连点第 1 个,A - 右边长条结尾,259,550,1762928,39 - 0.5
D,9,"Defiance","雨宮天",,,分开,129 + 657,A - 左边长条开始^^^B - 右边长条开始,A - 左边长条结尾^^^B - 右边长条结尾,517,1059,75 - 0.4,129、657,A - 左边长条开始,A - 左边长条结尾,517,1059,2043294,37 + 0.3
G,8,"Glimmer","祈Inory",,,分开,122 + 429、122 + 430、122 + 431、123 + 429、123 + 430、123 + 431、124 + 429、124 + 430、124 + 431,A - 左边连点第 1 个^^^B - 右边连点第 1 个,A - 右边连点第 2 个^^^B - 左边连点第 2 个,282,633,70 + 0.0,122、123、124、429、430、431,A - 左边连点第 1 个,A - 右边连点第 2 个,282,633,1397107,35 + 0.0
W,7,"我要给世界最悠长的湿吻 Kisses For The World","蔡健雅",,,分开,243 + 626、243 + 665、282 + 626、282 + 665,A - 右边白球^^^B - 左边白球,A - 右边白球^^^B - 左边白球,368,720,62 + 0.4,243、282、626、665,A - 右边白球,A - 右边白球,368,720,1391377,31 + 0.2
O,7,"偶像万万岁","TimeZ",,,分开,279 + 447、279 + 451、279 + 452、279 + 453、279 + 454、279 + 465、279 + 471、279 + 472、279 + 473、279 + 474,B - 左边连点第 1 个^^^B - 左边白球,B - 左边滑键^^^B - 右边白球,258,542,70 + 0.0,279、447,B - 左边连点第 1 个,B - 左边滑键,258,542,1436476,35 + 0.0
,,"PRINCESS","Samuel",,红色,分开,104 + 269,A - 右边连点第 1 个^^^B - 左边连点第 1 个,A - 左边单点^^^B - 右边单点,147,332,54 + 0.0,104、269,A - 右边连点第 1 个,A - 左边单点,147,332,871076,27 + 0.0
L,7,"两双","谢安琪/吉克隽逸",,红色,分开,173 + 402,A - 左边连点第 1 个^^^B - 右边连点第 1 个,A - 右边单点^^^B - 左边单点,233,484,73 + 0.2,173、402,A - 左边连点第 1 个,A - 右边单点,233,484,1228766,37 - 0.4
L,7,"零之相册(QQ炫舞手游原创音乐)","埋葬&优十",,,分开,318 + 377、320 + 377、321 + 377、322 + 377,B - 右边连点第 1 个^^^B - 右边单点,B - 左边长条结尾、右边白球^^^B - 左边白球,301,636,74 + 0.0,377,B - 右边单点,B - 左边白球,301,636,1542795,38 + 0.0
,,"courage","戸松遥",,,分开,471 + 554,B - 左边长条中间^^^B - 右边长条开始,B - 左边单点^^^B - 右边白球,436,910,65 - 0.3,554,B - 右边长条开始,B - 右边白球,436,910,1863907,33 - 0.2
,,"无限大","孙燕姿",20,红色,分开,259 + 328、259 + 330、259 + 372、259 + 374、263 + 328、263 + 330、263 + 372、263 + 374、264 + 328、264 + 330,A - 左边白球^^^B - 左边连点第 1 个,A - 左边单点^^^B - 右边连点第 2 个,303,425,61 + 0.0,259、263、264、266、268,A - 左边白球,A - 左边单点,303,425,1082913,31 + 0.0
,,"原点","徐梦圆",,,分开,216 + 692、216 + 693、216 + 694、216 + 695、216 + 696、217 + 692、217 + 693、217 + 694、217 + 695、217 + 696,A - 右边连点第 1 个^^^B - 左边连点第 1 个,A - 右边连点第 1 个^^^B - 左边连点第 1 个,448,924,64 + 0.2,216、217、218、219、220、692、693、694、695、696,A - 右边连点第 1 个,A - 右边连点第 1 个,448,924,1457529,32 + 0.1
,,"夜宴风波","音阙诗听/王梓钰",,红色,分开,103 + 241,A - 左边单点^^^B - 右边白球,A - 右边单点^^^B - 右边白球,159,279,59 - 0.5,103,A - 左边单点,A - 右边单点,159,279,845747,31 - 0.3
S,9,"SWEET TALKER","TWICE",50、100,,分开,23 + 814,A - 右边连点第 1 个^^^B - 左边单点,A - 右边白球^^^B - 左边长条中间、右边长条中间,497,1073,82 + 0.2,814,B - 左边单点,B - 左边长条中间、右边长条中间,497,1073,2042894,41 + 0.0
L,10,"林中鸟(困难版)","葛林",,蓝色,分开,419 + 706、419 + 707、420 + 706、420 + 707,A - 右边白球^^^B - 右边白球,A - 左边滑键、右边单点^^^B - 左边单点,543,1243,72 + 0.2,419、420,A - 右边白球,A - 左边滑键、右边单点,543,1243,2689562,36 + 0.4
X,6,"炫舞国度","BOX.COM",,,分开,132 + 388、132 + 389,A - 右边白球^^^B - 左边单点,A - 左边白球^^^B - 左边单点、右边单点,217,439,70 - 0.3,388、389,B - 左边单点,B - 左边单点、右边单点,217,439,1358474,35 - 0.1
,,"不逃","罗志祥",,红色,分开,116 + 302、152 + 302、153 + 302,A - 右边单点^^^B - 左边连点第 1 个,A - 左边连点第 2 个^^^B - 左边长条中间,197,388,65 - 0.5,116、152、153,A - 右边单点,A - 左边连点第 2 个,197,388,958400,32 + 0.3
H,7,"换世奇恋","排骨教主",,,分开,106 + 337、167 + 337、337 + 444、337 + 505、337 + 672,A - 右边滑键^^^B - 右边白球,A - 右边长条结尾^^^B - 右边单点,324,835,57 - 0.4,337,B - 右边白球,B - 右边单点,324,835,1538043,28 + 0.3
N,9,"NIGHT OF FIRE","森永真由美/浜田ブリトニー",,,分开,98 + 160,A - 左边白球^^^A - 左边白球,A - 左边单点^^^A - 右边长条开始,438,801,79 + 0.3,160,A - 左边白球,A - 右边长条开始,438,801,2260744,40 + 0.3
H,7,"坏掉的大人","陈势安",,,分开,156 + 554,A - 左边滑键^^^B - 右边滑键,A - 右边长条中间^^^B - 左边长条中间,390,819,60 - 0.2,156、554,A - 左边滑键,A - 右边长条中间,390,819,1714147,30 - 0.1
,,"专属味道","汪苏泷/林希儿",,,分开,171 + 231、171 + 384、384 + 444,A - 左边连点第 1 个^^^A - 左边连点第 1 个,A - 左边单点、右边单点^^^A - 左边单点、右边单点,289,603,63 + 0.0,171、384,A - 左边连点第 1 个,A - 左边单点、右边单点,289,603,1273957,32 - 0.5
,,"Pure","向井太一",,红色,分开,86 + 192,A - 右边白球^^^B - 左边白球,A - 右边长条中间^^^B - 左边白球、右边长条中间,130,265,59 + 0.4,192,B - 左边白球,B - 左边白球、右边长条中间,130,265,823556,32 - 0.4
,,"绿色","GReeeeN",,,分开,214 + 372、214 + 381、215 + 372、215 + 381,B - 右边单点^^^B - 左边长条开始,B - 右边白球^^^B - 右边单点,203,461,56 - 0.5,214、215,B - 右边单点,B - 右边白球,203,461,1119863,28 + 0.0
L,6,"铃兰(QQ炫舞手游原创音乐)","埋葬&优十",,,分开,117 + 457,A - 右边单点^^^B - 左边连点第 1 个,A - 左边白球^^^B - 左边单点,322,623,63 - 0.5,117,A - 右边单点,A - 左边白球,322,623,1425978,32 - 0.5
C,8,"Chain","NCT 127",,,分开,226 + 472、226 + 473、227 + 472、227 + 473,A - 左边滑键^^^B - 右边滑键,A - 右边单点^^^B - 右边单点,276,523,78 + 0.0,472、473,B - 右边滑键,B - 右边单点,276,523,1609024,40 - 0.5
M,10,"MY舞☆TONIGHT","Aqours",,,分开,348 + 811、348 + 814,A - 左边长条开始、右边单点^^^B - 左边单点,A - 左边滑键、右边单点^^^B - 右边白球,516,1083,80 - 0.3,348,A - 左边长条开始、右边单点,A - 左边滑键、右边单点,516,1083,2759780,40 + 0.1
,,"帅一个","罗志祥",,,分开,196 + 479、196 + 480、197 + 479、197 + 480,A - 左边滑键^^^B - 右边滑键,A - 左边单点^^^B - 右边单点,349,785,96 + 0.0,196、197、479、480,A - 左边滑键,A - 左边单点,349,785,2074642,48 + 0.0
C,9,"CLEAR","坂本真綾",,,分开,248 + 551,A - 左边白球^^^B - 右边白球,A - 左边单点、右边单点^^^B - 左边单点、右边单点,399,851,77 + 0.2,248、551,A - 左边白球,A - 左边单点、右边单点,399,851,2092253,39 - 0.4
,,"Real Change","Masetti",,红色,分开,228 + 320、229 + 320、230 + 320、232 + 320、233 + 320、238 + 320,B - 左边单点^^^B - 左边单点,B - 右边白球^^^B - 右边白球,172,348,59 + 0.0,320,B - 左边单点,B - 右边白球,172,348,1086904,30 + 0.0
H,9,"Hacking to the Gate","伊藤加奈子",,,分开,198 + 935,A - 左边单点、右边单点^^^B - 右边长条开始,A - 左边连点第 1 个、右边长条结尾^^^B - 右边白球,652,1063,81 - 0.4,935,B - 右边长条开始,B - 右边白球,652,1063,2017983,41 - 0.4
,,"甜甜的情歌","Young 7",,红色,分开,194 + 304,A - 左边单点^^^B - 左边单点,A - 左边白球^^^B - 左边白球,257,431,62 - 0.5,304,B - 左边单点,B - 左边白球,257,431,1023477,32 + 0.0
C,9,"春夏秋冬","Sumika",,,分开,292 + 635、635 + 851,A - 左边单点、右边单点^^^B - 左边滑键、右边长条开始,A - 右边单点^^^B - 左边白球,599,1155,77 - 0.3,635,B - 左边滑键、右边长条开始,B - 左边白球,599,1155,2220162,39 - 0.5
,,"Bon Bon(给他一击)","强东玥",,红色,分开,133 + 444、312 + 444,A - 左边单点^^^B - 右边单点,A - 左边白球^^^B - 右边白球,259,482,59 + 0.0,444,B - 右边单点,B - 右边白球,259,482,1108624,31 - 0.5
N,6,"粘人精","圈9/谣君/新乐尘符",,,分开,213 + 475、213 + 476、214 + 475、214 + 476,A - 左边连点第 2 个^^^B - 右边连点第 2 个,A - 左边白球^^^B - 右边白球,266,592,72 + 0.0,213、214、475、476,A - 左边连点第 2 个,A - 左边白球,266,592,1509682,36 + 0.0
,,"孤注一掷的舞者","DOES",,,分开,441 + 483、441 + 484、442 + 483、442 + 484,B - 左边长条中间^^^B - 左边单点,B - 左边单点^^^B - 左边单点,432,800,80 + 0.1,462、463、464、465、466、467,B - 右边单点,B - 右边连点第 3 个,432,800,1858203,42 - 0.5
,,"FOOLISH","Meghan Trainor",,,分开,173 + 433,A - 右边长条开始^^^B - 右边长条开始,A - 左边白球^^^B - 右边单点,261,532,56 + 0.3,433,B - 右边长条开始,B - 右边单点,261,532,1087474,29 - 0.4
,,"Candy Boy","TWICE",,,分开,160 + 364、160 + 365、160 + 367、161 + 364、161 + 365、161 + 367、163 + 364、163 + 365、163 + 367,A - 右边单点^^^B - 左边单点,A - 左边单点、右边滑键^^^B - 左边滑键、右边单点,304,788,72 + 0.0,163、367,A - 右边白球,A - 左边白球,304,788,1913642,36 + 0.0
,,"闺蜜大过天","李子璇/吴芊盈",,红色,分开,112 + 275,A - 右边单点^^^B - 左边单点,A - 右边长条中间^^^B - 左边长条中间,205,408,58 - 0.4,112、275,A - 右边单点,A - 右边长条中间,205,408,805153,29 - 0.2
M,9,"MK Circus","Dough-Boy/王嘉尔",,,分开,218 + 653,A - 右边滑键^^^B - 右边连点第 1 个,A - 左边白球^^^B - 左边单点,368,833,82 + 0.2,653,B - 右边连点第 1 个,B - 左边单点,368,833,1803087,42 - 0.1
Q,6,"青花引","Ace组合",,红色,分开,183 + 317、183 + 318、183 + 317、183 + 318、183 + 317、183 + 318、183 + 317、183 + 318、183 + 317、183 + 318,A - 左边单点^^^B - 右边单点,A - 右边白球^^^B - 左边单点,250,453,60 - 0.4,317、318,B - 右边单点,B - 左边单点,250,453,1030481,31 - 0.5
,,"江南","林俊杰",,红色,分开,117 + 227,A - 左边滑键^^^B - 左边滑键,A - 左边白球、右边长条结尾^^^B - 左边白球,214,469,75 - 0.5,117,A - 左边滑键,A - 左边白球、右边长条结尾,214,469,1007485,41 - 0.2
X,6,"修炼爱情","林俊杰 ",,,分开,341 + 548,B - 左边滑键、右边长条开始^^^B - 右边长条中间,B - 左边单点、右边单点^^^B - 左边白球,218,727,66 + 0.1,341,B - 左边滑键、右边长条开始,B - 左边单点、右边单点,218,727,1422978,35 - 0.5
B,7,"不可思议","金莎",,红色,分开,112 + 169、112 + 348、112 + 349、112 + 405、113 + 169、113 + 348、113 + 349、113 + 405、169 + 348、169 + 349,A - 左边单点^^^A - 右边白球,A - 左边白球^^^A - 右边白球,230,482,74 + 0.0,112、113、169、348、349、405,A - 左边单点,A - 左边白球,230,482,1268031,37 + 0.0
C,8,"Chilli","SEVENTEEN",,,分开,180 + 457,A - 左边单点^^^B - 右边单点,A - 右边滑键^^^B - 左边滑键,331,717,80 + 0.0,180、457,A - 左边单点,A - 右边滑键,331,717,1836036,40 + 0.0
H,8,"Hey Baby 你是我的","李佳薇",,,分开,192 + 606、193 + 606、194 + 606、409 + 606、410 + 606、411 + 606,A - 左边单点^^^B - 左边白球,A - 右边单点^^^B - 右边单点,351,742,71 + 0.0,606,B - 左边白球,B - 右边单点,351,742,1876035,36 + 0.0
G,8,"Get Cool","Stray Kids",,,分开,73 + 259、73 + 260、73 + 541、73 + 542,A - 左边长条开始^^^A - 左边连点第 1 个,A - 左边单点^^^A - 左边连点第 1 个,340,622,68 + 0.0,73,A - 左边长条开始,A - 左边单点,340,622,1406208,36 + 0.0
P,8,"PIRI","Dreamcatcher",,,分开,57 + 359,A - 右边白球^^^B - 左边白球,A - 右边长条开始^^^B - 左边长条开始,351,904,75 + 0.4,359,B - 左边白球,B - 左边长条开始,351,904,2051547,38 - 0.3
,,"Don't Threaten Me With A Good Time","Panic! At The Disco",,红色,分开,52 + 206,A - 右边单点^^^B - 右边单点,A - 左边白球^^^B - 右边白球,140,295,60 + 0.0,206,B - 右边单点,B - 右边白球,140,295,754738,31 - 0.5
,,"空山新雨后","音阙诗听/锦零",,红色,分开,200 + 234,B - 左边单点^^^B - 左边长条开始,B - 右边单点^^^B - 左边单点,127,293,60 - 0.3,230、233、234,B - 左边滑键、右边单点,B - 左边单点,127,293,788400,31 - 0.3
,,"合二为一","王栎鑫",,,分开,379 + 725,A - 左边白球^^^B - 右边白球,A - 右边长条中间^^^B - 左边长条中间,483,829,55 + 0.0,379、725,A - 左边白球,A - 右边长条中间,483,829,1469106,28 - 0.5
L,6,"绿色","陈雪凝",,红色,分开,150 + 344,A - 右边单点^^^B - 左边单点,A - 右边单点^^^B - 左边单点,227,413,60 + 0.0,150、344,A - 右边单点,A - 右边单点,227,413,1036839,30 + 0.0
B,9,"Butter Fly","和田光司",,,分开,384 + 913、384 + 923、385 + 913、385 + 923,A - 左边白球^^^B - 左边单点、右边长条中间,A - 左边单点^^^B - 左边长条中间、右边连点第 3 个,469,1031,86 + 0.4,913、923,B - 左边单点、右边长条中间,B - 左边长条中间、右边连点第 3 个,469,1031,2145217,45 - 0.1
,,"I like you(炫舞音乐季主题曲)","孟美岐",,,分开,274 + 483,A - 左边长条中间、右边单点^^^B - 右边连点第 2 个,A - 右边单点^^^B - 左边连点第 4 个,336,732,74 - 0.4,483,B - 右边连点第 2 个,B - 左边连点第 4 个,336,732,1647105,37 + 0.2
,,"Time with you","圭贤",,红色,分开,51 + 113,A - 左边白球^^^A - 右边单点,A - 左边长条中间^^^A - 右边长条开始,211,383,55 + 0.4,51,A - 左边白球,A - 左边长条中间,211,383,763261,29 - 0.4
L,9,"恋のパーフェクト微分方程式","ユウノウミ",,,分开,339 + 741,A - 左边连点第 2 个^^^B - 右边连点第 2 个,A - 左边白球^^^B - 右边白球,452,854,77 + 0.4,339、741,A - 左边连点第 2 个,A - 左边白球,452,854,2047851,39 - 0.3
L,6,"Love So Soft","Kelly Clarkson",,,分开,245 + 399,B - 右边白球^^^B - 右边单点,B - 右边单点^^^B - 右边单点,239,491,68 - 0.5,245,B - 右边白球,B - 右边单点,239,491,1452151,36 - 0.5
,,"我们是太阳","筷子兄弟",,,分开,156 + 239、156 + 444、156 + 527、239 + 444、239 + 527、444 + 527,A - 左边单点^^^A - 右边单点,A - 右边长条中间^^^A - 右边长条中间,304,618,53 - 0.4,156、239、444、527,A - 左边单点,A - 右边长条中间,304,618,1014592,26 + 0.3
W,6,"What Do You Mean?","Justin Bieber",,红色,分开,348 + 420,B - 右边白球^^^B - 左边连点第 2 个,B - 左边白球、右边长条结尾^^^B - 左边白球,200,462,71 + 0.0,420,B - 左边连点第 2 个,B - 左边白球,200,462,1291719,36 + 0.0
,,"白衣少年","许诗茵",,,分开,656 + 736、674 + 736,B - 右边单点^^^B - 右边长条开始,B - 左边单点、右边单点^^^B - 左边单点,361,792,67 - 0.4,674,B - 左边单点,B - 右边白球,361,792,1652270,34 - 0.3
L,7,"荔枝声界","QQ炫舞手游",,,分开,306 + 650、306 + 651、306 + 652、307 + 650、307 + 651、307 + 652、308 + 650、308 + 651、308 + 652、309 + 650,A - 右边连点第 1 个^^^B - 左边白球,A - 左边连点第 1 个^^^B - 右边单点,395,784,69 - 0.1,306、307、308、309,A - 右边连点第 1 个,A - 左边连点第 1 个,395,784,1720822,35 - 0.1
,,"For You","高颖浠",,红色,分开,150 + 290、151 + 290,A - 右边长条中间^^^B - 右边连点第 1 个,A - 右边连点第 2 个^^^B - 右边滑键,189,360,66 + 0.3,150、151,A - 右边长条中间,A - 右边连点第 2 个,189,360,884705,33 + 0.3
Y,7,"You Are My Only One","袁娅维/小宇",,红色,分开,228 + 727,A - 左边长条开始、右边长条开始^^^B - 右边白球,A - 左边长条结尾、右边长条结尾^^^B - 左边长条中间、右边长条中间,393,866,79 + 0.2,727,B - 右边白球,B - 左边长条中间、右边长条中间,393,866,1421694,40 - 0.2
T,9,"太烦恼","杨丞琳",,,分开,585 + 642,B - 左边白球^^^B - 左边长条开始,B - 右边长条开始^^^B - 右边连点第 2 个,297,706,72 - 0.5,631,B - 左边滑键,B - 右边长条开始,297,706,1726430,38 - 0.2
Y,6,"遇上爱","杨丞琳",,红色,分开,115 + 368,A - 右边长条中间^^^B - 左边长条中间,A - 左边单点^^^B - 右边连点第 3 个,260,537,69 + 0.2,115、368,A - 右边长条中间,A - 左边单点,260,537,1199657,35 - 0.4
,,"带你去旅行","校长",,红色,分开,165 + 410,A - 左边连点第 2 个^^^B - 右边单点,A - 左边单点^^^B - 右边白球,237,468,65 - 0.5,410,B - 右边单点,B - 右边白球,237,468,1082315,33 - 0.3
S,9,"So Good","Red Velvet",,,分开,309 + 615,A - 右边白球^^^B - 左边长条开始、右边单点,A - 左边长条开始、右边单点^^^B - 左边白球,367,706,74 + 0.3,309,A - 右边白球,A - 左边长条开始、右边单点,367,706,1623738,38 - 0.2
Z,8,"Zillion Lights","めらみぽっぷ",20,,分开,335 + 642、338 + 642,A - 左边滑键^^^B - 左边长条开始、右边长条开始,A - 左边白球^^^B - 左边滑键、右边长条中间,382,792,75 - 0.5,642,B - 左边长条开始、右边长条开始,B - 左边滑键、右边长条中间,382,792,1848185,38 + 0.0
S,8,"SUPERMOON","HIROOMI TOSAKA",,红色,分开,237 + 465、237 + 467、237 + 468、237 + 465、237 + 467、237 + 468、237 + 465、237 + 467、237 + 468、237 + 465,A - 左边单点、右边单点^^^B - 左边单点、右边单点,A - 左边白球^^^B - 右边白球,278,506,80 + 0.0,237、239、240、465、467、468,A - 左边单点、右边单点,A - 左边白球,278,506,1505036,40 + 0.0
