字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"因你而在","林俊杰",,红色,分开,130 + 381、130 + 395、134 + 381、134 + 395,A - 一轨单点^^^B - 三轨长条开始,A - 二轨单点^^^B - 三轨长条右滑,220,481,52 + 0.3,381、395,B - 三轨长条开始,B - 三轨长条右滑,220,481,875574,27 - 0.2
B,7,"不可思议","金莎",,红色,分开,183 + 465,A - 一轨单点、四轨单点^^^B - 一轨单点、四轨单点,A - 二轨单点^^^B - 三轨单点,282,580,75 - 0.4,183、465,A - 一轨单点、四轨单点,A - 二轨单点,282,580,1228135,37 + 0.3
W,9,"Why So Lonely","Wonder Girls",,,分开,878 + 1450,B - 一轨单点、二轨单点^^^B - 二一轨滑条、三轨长条右滑,B - 一轨长条右滑^^^B - 二轨长条中间、三轨长条中间,723,1619,107 + 0.1,878,B - 一轨单点、二轨单点,B - 一轨长条右滑,723,1619,2807896,54 - 0.4
,,"我乐意(QQ炫舞系列主题曲)","许嵩",,红色,分开,352 + 579,B - 一轨长条开始^^^B - 三轨单点,B - 一轨单点、四轨单点^^^B - 一轨长条结尾、四轨长条结尾,276,662,66 - 0.2,352,B - 一轨长条开始,B - 一轨单点、四轨单点,276,662,1144979,33 + 0.3
,,"心率","鹿晗",,红色,分开,73 + 166、73 + 167,A - 二轨单点^^^B - 三轨单点,A - 一轨长条结尾^^^B - 二轨长条结尾,115,270,39 + 0.4,73,A - 二轨单点,A - 一轨长条结尾,115,270,500300,20 + 0.3
,,"Booty Music","Git Fresh",,红色,分开,239 + 413,A - 三轨单点^^^B - 一轨长条结尾、四轨单点,A - 一轨单点、四轨单点^^^B - 一轨单点、三轨单点,277,543,65 - 0.1,239,A - 三轨单点,A - 一轨单点、四轨单点,277,543,1238224,33 + 0.0
,,"夜空中最亮的星","逃跑计划",,红色,分开,115 + 355、115 + 356、115 + 357,A - 二轨长条开始^^^B - 二轨长条结尾,A - 三轨长条右滑^^^B - 三轨单点,293,551,61 - 0.4,355、356、357,B - 二轨长条结尾,B - 三轨单点,293,551,979126,32 + 0.1
,,"Don't Threaten Me With A Good Time","Panic! At The Disco",,红色,分开,110 + 218、110 + 219、110 + 220、110 + 221、111 + 218、111 + 219、111 + 220、111 + 221、111 + 218、111 + 219,A - 一轨长条结尾^^^B - 一轨单点,A - 三轨单点^^^B - 四轨单点,162,338,56 + 0.1,218、219、220、221,B - 一轨单点,B - 四轨单点,162,338,729589,28 + 0.2
,,"直到世界终结 ","WANDS",,红色,分开,106 + 186,B - 四轨长条开始^^^B - 一轨单点,B - 一轨单点、三轨长条结尾^^^B - 二轨长条结尾、四轨单点,104,372,63 - 0.1,186,B - 一轨单点,B - 二轨长条结尾、四轨单点,104,372,849541,33 - 0.4
T,10,"天樂","和楽器バンド",,,分开,826 + 1442、1146 + 1442,B - 三轨单点^^^B - 一轨长条中间、二轨长条中间、四轨长条中间,B - 三轨单点^^^B - 二轨长条左滑、四轨长条结尾,678,1561,114 - 0.5,1442,B - 一轨长条中间、二轨长条中间、四轨长条中间,B - 二轨长条左滑、四轨长条结尾,678,1561,3563328,59 - 0.4
W,8,"What U Do to Me","Roshelle",,,分开,348 + 782,A - 二轨长条右滑、四轨单点^^^B - 一轨单点、三轨长条左滑,A - 二轨长条左滑、三轨长条右滑^^^B - 二轨长条左滑、三轨长条右滑,685,1354,108 + 0.0,348、782,A - 二轨长条右滑、四轨单点,A - 二轨长条左滑、三轨长条右滑,685,1354,2448625,54 + 0.0
*,10,"101个愿望","火箭少女101杨超越/火箭少女101赖美云/火箭少女101傅菁",50,,分开,487 + 1371、487 + 1376、492 + 1371、492 + 1376,A - 一轨长条右滑^^^B - 一轨长条右滑,A - 二轨长条左滑、四轨长条左滑^^^B - 二轨长条左滑、四轨长条左滑,758,1664,119 - 0.4,487、492、1371、1376,A - 一轨长条右滑,A - 二轨长条左滑、四轨长条左滑,758,1664,2799078,59 + 0.3
Y,8,"You Are My Only One","袁娅维/小宇",,红色,分开,318 + 845,A - 一二轨滑条、四轨长条开始^^^B - 一轨长条开始、四三轨滑条,A - 二轨长条结尾、四轨长条结尾^^^B - 一轨长条结尾、三轨长条结尾,516,1043,92 + 0.1,845,B - 一轨长条开始、四三轨滑条,B - 一轨长条结尾、三轨长条结尾,516,1043,1586085,46 + 0.4
,,"Time with you","圭贤",,红色,分开,149 + 267,A - 三轨单点^^^B - 三轨长条开始,A - 一轨长条中间^^^B - 一轨长条中间,244,448,55 + 0.2,149,A - 三轨单点,A - 一轨长条中间,244,448,766251,28 - 0.1
,,"桃花旗袍","BY2",100,红色,分开,209 + 256,B - 四轨长条开始^^^B - 三轨长条开始,B - 四轨单点^^^B - 二轨单点,142,355,59 + 0.2,235、253,B - 三轨单点,B - 一轨单点、三轨长条结尾,142,355,829522,32 + 0.1
S,9,"SWEET TALKER","TWICE",,,分开,404 + 978,A - 二轨长条开始、三轨长条开始^^^B - 一轨长条开始、四轨长条开始,A - 二一轨滑键、三四轨滑键^^^B - 二一轨滑键,530,1145,112 + 0.1,978,B - 一轨长条开始、四轨长条开始,B - 二一轨滑键,530,1145,2208950,56 + 0.1
C,9,"Crash","The Primitives",,,分开,175 + 1161,A - 一轨长条开始、四轨长条中间^^^B - 一轨长条右滑、四三轨滑条,A - 二轨长条中间、三轨长条中间^^^B - 二轨长条左滑、三轨单点,510,1268,91 + 0.2,175,A - 一轨长条开始、四轨长条中间,A - 二轨长条中间、三轨长条中间,510,1268,2159047,46 - 0.2
A,6,"爱投罗网","罗志祥",,红色,分开,110 + 436、110 + 440,A - 三轨长条开始^^^B - 四轨长条开始,A - 二轨长条左滑、四轨单点^^^B - 二轨长条中间,255,710,74 + 0.1,436、440,B - 四轨长条开始,B - 二轨长条中间,255,710,1365384,38 + 0.3
F,9,"风云喜","李常超",,,分开,806 + 980、806 + 983,B - 一轨长条中间、三轨单点^^^B - 二一轨滑键、三轨长条右滑,B - 一轨长条结尾、三轨长条结尾^^^B - 二轨单点,393,1132,88 - 0.5,980、983,B - 二一轨滑键、三轨长条右滑,B - 二轨单点,393,1132,1971626,44 + 0.4
*,9,"ヒトガタ","HIMEHINA",100,红色,分开,155 + 676、176 + 676,A - 二轨单点、四轨单点^^^B - 二轨长条右滑,A - 三轨长条左滑、四轨长条中间^^^B - 一轨长条中间、三轨长条中间,600,1108,121 - 0.3,676,B - 二轨长条右滑,B - 一轨长条中间、三轨长条中间,600,1108,2185338,61 - 0.4
M,6,"梦想时代(QQ炫舞系列主题曲)","刘人语/罗奕佳/苏芮琪",,红色,分开,133 + 578,A - 三轨长条开始^^^B - 二轨单点,A - 二轨长条右滑^^^B - 一轨单点,311,716,79 + 0.4,578,B - 二轨单点,B - 一轨单点,311,716,1423332,40 + 0.1
,,"Pure","向井太一",,红色,分开,98 + 238、98 + 239、98 + 240、98 + 241、98 + 242、98 + 243,A - 三轨单点^^^B - 二轨单点,A - 四轨单点^^^B - 二轨长条结尾、三轨长条结尾,162,334,54 + 0.1,238、239、240、241、242、243,B - 二轨单点,B - 二轨长条结尾、三轨长条结尾,162,334,775136,28 - 0.2
G,9,"Glimmer","祈Inory",,红色,分开,109 + 571、110 + 571、111 + 571,A - 一二轨滑键^^^B - 一轨单点、四轨长条开始,A - 一轨单点^^^B - 一轨单点,371,844,83 - 0.3,571,B - 一轨单点、四轨长条开始,B - 一轨单点,371,844,1576656,44 + 0.0
T,9,"the WORLD","Nightmare",,,分开,634 + 1411,A - 一二轨滑键、三轨长条开始^^^B - 二轨长条开始、四三轨滑键,A - 一轨长条开始、四轨长条左滑^^^B - 一轨长条右滑、四轨长条开始,1065,1854,121 + 0.2,634,A - 一二轨滑键、三轨长条开始,A - 一轨长条开始、四轨长条左滑,1065,1854,2817332,61 + 0.2
,,"盛装游行","back number",,红色,分开,345 + 428、345 + 429,B - 二轨单点^^^B - 二轨单点,B - 二轨长条左滑^^^B - 一轨长条结尾,290,595,62 - 0.3,345,B - 二轨单点,B - 二轨长条左滑,290,595,1110384,32 - 0.4
T,10,"太烦恼","杨丞琳",,,分开,357 + 1010,A - 一轨长条中间^^^B - 四轨长条中间,A - 二轨长条左滑、三轨长条右滑^^^B - 二轨长条左滑、三轨长条右滑,586,1390,111 - 0.4,357、1010,A - 一轨长条中间,A - 二轨长条左滑、三轨长条右滑,586,1390,2609105,55 + 0.3
,,"Just Dance","Lady GaGa",,,分开,435 + 569、444 + 569,B - 四轨长条左滑^^^B - 一轨单点,B - 三轨长条左滑^^^B - 二轨长条开始、三轨长条结尾,288,644,56 - 0.5,435、444,B - 四轨长条左滑,B - 三轨长条左滑,288,644,1115783,29 - 0.3
,,"FIVE","Apink",50,红色,分开,197 + 374、197 + 375,A - 一轨单点^^^B - 一轨单点,A - 二轨长条结尾^^^B - 二轨单点、四轨长条结尾,278,455,56 + 0.0,197,A - 一轨单点,A - 二轨长条结尾,278,455,999319,29 + 0.0
,,"HURT","Jasmine Sokko",,红色,分开,120 + 334、121 + 334、127 + 334、128 + 334、129 + 334、131 + 334、137 + 334、138 + 334、139 + 334,A - 四轨单点^^^B - 三轨单点,A - 四轨单点^^^B - 二轨长条开始,212,393,60 - 0.2,120、121、127、128、129、131、137、138、139,A - 四轨单点,A - 四轨单点,212,393,811219,32 - 0.5
,,"夜宴风波","音阙诗听/王梓钰",,红色,分开,102 + 210、102 + 212、102 + 213,A - 二轨单点、三轨单点^^^B - 一轨单点,A - 二轨单点^^^B - 三轨单点,179,317,54 + 0.1,102,A - 二轨单点、三轨单点,A - 二轨单点,179,317,789872,29 + 0.1
,,"炫舞","陈伟霆",,红色,分开,286 + 682,A - 一轨长条结尾、四轨单点^^^B - 一轨单点,A - 一轨长条右滑、三四轨滑键^^^B - 二轨长条左滑、三四轨滑键,434,821,66 - 0.2,682,B - 一轨单点,B - 二轨长条左滑、三四轨滑键,434,821,1243068,34 + 0.2
T,8,"Take My Hand","Simple Plan",,,分开,231 + 755,A - 一轨长条开始、四轨长条开始^^^B - 一轨长条开始、四轨长条开始,A - 一轨长条中间^^^B - 四轨长条中间,499,1059,89 - 0.4,231、755,A - 一轨长条开始、四轨长条开始,A - 一轨长条中间,499,1059,1770367,44 + 0.3
S,7,"傻呆呆","BY2",,红色,分开,288 + 497,A - 二轨单点^^^B - 三轨单点,A - 一轨单点^^^B - 二轨单点、三轨单点,337,595,76 + 0.0,497,B - 三轨单点,B - 二轨单点、三轨单点,337,595,1307784,39 - 0.5
,,"疯了吧","TWICE",,红色,分开,112 + 315,A - 四轨单点^^^B - 三四轨滑键,A - 一轨单点、四轨单点^^^B - 二轨单点,181,441,68 - 0.3,315,B - 三四轨滑键,B - 二轨单点,181,441,1006477,36 - 0.4
L,8,"凉凉(困难版)","杨宗纬/张碧晨",,,分开,807 + 1317、812 + 1317、817 + 1317,B - 一轨长条中间、四轨单点^^^B - 三轨单点,B - 二一轨滑键、四轨长条中间^^^B - 一轨长条结尾、三轨长条结尾,736,1482,94 + 0.0,807、812、817,B - 一轨长条中间、四轨单点,B - 二一轨滑键、四轨长条中间,736,1482,2566324,50 - 0.1
H,9,"换我陪你","炎亚纶",,,分开,568 + 1302,A - 一轨单点、三轨长条右滑^^^B - 二轨长条左滑、四轨单点,A - 一轨长条结尾、四轨单点^^^B - 一轨单点、四轨长条结尾,691,1426,97 - 0.5,1302,B - 二轨长条左滑、四轨单点,B - 一轨单点、四轨长条结尾,691,1426,2396488,48 + 0.4
L,6,"Ladybees","蜜蜂少女队",,红色,分开,148 + 350,A - 二轨单点、四轨长条开始^^^B - 一轨长条开始、三轨单点,A - 一轨单点、三轨长条开始^^^B - 二轨长条开始、四轨单点,256,607,73 + 0.0,148、350,A - 二轨单点、四轨长条开始,A - 一轨单点、三轨长条开始,256,607,1175451,37 - 0.5
T,8,"to the beginning","Kalafina",,,分开,340 + 1144、342 + 1144,A - 二轨长条结尾、四轨长条中间^^^B - 四轨长条中间,A - 一轨单点、三轨长条结尾^^^B - 二轨长条结尾、三轨长条结尾,762,1262,88 - 0.2,1144,B - 四轨长条中间,B - 二轨长条结尾、三轨长条结尾,762,1262,1943440,46 - 0.4
N,8,"你和我的一天","水濑祈",50,,分开,581 + 780,B - 一轨长条中间^^^B - 一轨长条中间,B - 一二轨滑键、三四轨滑键^^^B - 二轨单点、四轨单点,450,856,80 + 0.3,581,B - 一轨长条中间,B - 一二轨滑键、三四轨滑键,450,856,1689962,40 + 0.2
W,6,"Wolves","Selena Gomez/Marshmello",,,分开,147 + 783、603 + 783,A - 二轨长条中间、四轨长条开始^^^B - 一轨单点,A - 二轨长条结尾、四轨长条结尾^^^B - 二轨长条结尾、四轨长条结尾,495,1028,78 - 0.1,783,B - 一轨单点,B - 二轨长条结尾、四轨长条结尾,495,1028,1662988,41 - 0.4
C,9,"CLEAR","坂本真綾",50,,分开,28 + 745,A - 二轨长条开始、四轨长条开始^^^B - 二轨长条开始、四轨长条开始,A - 一轨单点^^^B - 三轨单点,436,954,84 + 0.4,745,B - 二轨长条开始、四轨长条开始,B - 三轨单点,436,954,2069626,44 - 0.5
H,8,"换世奇恋","排骨教主",,,分开,254 + 849,A - 三轨长条开始^^^B - 二轨长条开始,A - 三四轨滑键^^^B - 二一轨滑键,408,1001,74 + 0.4,254、849,A - 三轨长条开始,A - 三四轨滑键,408,1001,1680105,37 + 0.2
M,6,"没有选择","胡彦斌",,,分开,99 + 376,A - 三轨单点^^^B - 三轨长条开始,A - 二轨单点^^^B - 二轨单点、四轨长条结尾,267,525,57 - 0.5,376,B - 三轨长条开始,B - 二轨单点、四轨长条结尾,267,525,1228643,29 - 0.5
,,"PRINCESS","Samuel",,红色,分开,139 + 350,A - 四轨单点^^^B - 一轨单点,A - 一轨单点^^^B - 四轨单点,198,437,50 + 0.0,139、350,A - 四轨单点,A - 一轨单点,198,437,833855,25 + 0.0
,,"No","CLC",,红色,分开,211 + 485、211 + 489、215 + 485、215 + 489、215 + 485、215 + 489,A - 一轨长条开始^^^B - 四轨长条开始,A - 三轨长条右滑^^^B - 二轨长条左滑,312,702,66 + 0.2,211、215、485、489,A - 一轨长条开始,A - 三轨长条右滑,312,702,1246333,33 + 0.1
,,"玫瑰少年","蔡依林",,红色,分开,125 + 299,A - 三轨长条开始^^^B - 二轨长条开始,A - 二轨单点^^^B - 三轨单点,195,359,58 - 0.2,125、299,A - 三轨长条开始,A - 二轨单点,195,359,801186,29 - 0.1
I,6,"I Love You","EXID",,红色,分开,116 + 372,A - 三轨单点^^^B - 二轨单点,A - 二轨单点^^^B - 三轨单点,256,597,62 - 0.3,372,B - 二轨单点,B - 三轨单点,256,597,1175774,32 - 0.4
*,10,"[A]ddiction","EVO+",20、50,,分开,113 + 772、114 + 772、115 + 772、116 + 772,A - 一轨单点^^^B - 一轨单点,A - 一轨单点^^^B - 三轨长条右滑,511,1122,92 - 0.3,772,B - 一轨单点,B - 三轨长条右滑,511,1122,2619758,50 - 0.5
N,6,"粘人精","圈9/谣君/新乐尘符",100,,分开,259 + 579,A - 四轨单点^^^B - 一轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,319,734,71 + 0.0,259、579,A - 四轨单点,A - 三轨长条右滑,319,734,1503495,36 - 0.5
F,9,"Faded(困难版)","Alan Walker",50,,分开,358 + 788、358 + 789、358 + 790,A - 一轨长条开始、四轨长条开始^^^B - 二轨单点,A - 二轨长条左滑、四轨单点^^^B - 一轨长条右滑、四轨长条左滑,488,893,87 - 0.1,788、789、790,B - 二轨单点,B - 一轨长条右滑、四轨长条左滑,488,893,2164139,44 + 0.2
P,8,"偏偏","Sihan/银临",,,分开,82 + 488,A - 二轨长条中间^^^B - 三轨单点,A - 一轨长条右滑、三四轨滑键^^^B - 一轨长条结尾、四轨长条结尾,320,745,69 - 0.2,488,B - 三轨单点,B - 一轨长条结尾、四轨长条结尾,320,745,1355155,34 + 0.4
D,9,"Defiance","雨宮天",,,分开,308 + 874,A - 二轨长条开始、三轨长条开始^^^B - 二轨长条开始、三轨长条开始,A - 一轨单点、四轨单点^^^B - 一轨单点、四轨单点,553,1153,70 + 0.0,308、874,A - 二轨长条开始、三轨长条开始,A - 一轨单点、四轨单点,553,1153,2029688,35 + 0.0
S,9,"生而倔强","熊汝霖",50,,分开,277 + 831,A - 一轨单点、四轨单点^^^B - 一轨单点、四轨单点,A - 二轨长条左滑、三轨长条结尾^^^B - 二轨长条结尾、三轨长条右滑,545,1086,91 + 0.4,277、831,A - 一轨单点、四轨单点,A - 二轨长条左滑、三轨长条结尾,545,1086,1968047,46 - 0.3
L,9,"恋のパーフェクト微分方程式","ユウノウミ",,,分开,316 + 723、316 + 724、723 + 804、724 + 804,A - 二轨单点、四轨单点^^^B - 一轨单点,A - 一轨长条开始、三轨长条开始^^^B - 三轨长条右滑,531,1019,83 - 0.1,723、724,B - 一轨单点,B - 三轨长条右滑,531,1019,2197909,43 + 0.2
D,7,"叮叮当当(QQ炫舞手游原创音乐)","贰哲",,,分开,363 + 645、363 + 646、363 + 647,B - 四轨单点^^^B - 四轨单点,B - 一轨长条中间^^^B - 一轨单点、三轨长条结尾,361,724,64 - 0.1,645、646、647,B - 四轨单点,B - 一轨单点、三轨长条结尾,361,724,1489576,32 + 0.0
,,"Love a Girl Right","Little Mix",,红色,分开,96 + 287、96 + 288,A - 一轨长条开始、四轨单点^^^B - 二轨单点,A - 二轨单点^^^B - 二轨长条结尾,177,369,46 - 0.4,287、288,B - 二轨单点,B - 二轨长条结尾,177,369,651972,23 - 0.2
,,"I Won’t Let You Go","GOT7",,红色,分开,147 + 349、147 + 350、147 + 351、148 + 349、148 + 350、148 + 351、149 + 349、149 + 350、149 + 351,A - 一轨单点^^^B - 四轨单点,A - 三轨单点^^^B - 二轨单点,225,427,51 - 0.4,147、148、149、349、350、351,A - 一轨单点,A - 三轨单点,225,427,854476,25 + 0.3
,,"Just Like Fire","P!nk",,,分开,160 + 574,A - 二轨单点、五轨长条开始^^^B - 二轨单点、五轨长条开始,A - 一轨长条中间、四轨单点^^^B - 一轨长条中间、四轨单点,403,1008,93 + 0.2,160、574,A - 二轨单点、五轨长条开始,A - 一轨长条中间、四轨单点,403,1008,2181659,47 - 0.4
D,10,"大艺术家(困难版)","蔡依林",,,分开,810 + 922,B - 三轨单点^^^B - 一轨单点、三轨单点,B - 二轨长条结尾、四轨长条结尾^^^B - 二轨长条中间、四轨长条中间,721,1382,115 - 0.4,883,B - 一轨单点、三轨单点,B - 二轨长条结尾、四轨长条结尾,721,1382,2555620,59 - 0.2
,,"林中鸟(困难版)","葛林",,,分开,845 + 1663、845 + 1668、845 + 1672,B - 一二轨滑键、五四轨滑条^^^B - 二轨长条左滑,B - 一轨长条结尾、五轨长条结尾^^^B - 四轨长条左滑,732,1818,106 - 0.2,1663、1668、1672,B - 二轨长条左滑,B - 四轨长条左滑,732,1818,3186494,55 - 0.3
,,"你的微笑","飞儿乐团",,红色,分开,96 + 476、96 + 477,A - 二轨单点^^^B - 三轨单点,A - 二轨长条右滑^^^B - 三轨长条结尾,299,632,68 + 0.0,476、477,B - 三轨单点,B - 三轨长条结尾,299,632,1208498,34 + 0.2
H,9,"HUSTLE","陈梓童",,,分开,161 + 538、161 + 540、161 + 545,A - 二轨长条开始^^^B - 三轨单点,A - 一轨长条右滑^^^B - 三轨单点,480,1117,83 + 0.2,538、540、545,B - 三轨单点,B - 三轨单点,480,1117,2336324,44 - 0.5
W,7,"What if(QQ炫舞手游原创音乐)","TetraCalyx",20,红色,分开,236 + 370,B - 三四轨滑条^^^B - 四轨长条左滑,B - 二轨单点^^^B - 三轨单点,214,590,78 + 0.0,370,B - 四轨长条左滑,B - 三轨单点,214,590,1267991,44 + 0.2
*,9,"ペガサス幻想","MAKE-UP",,,分开,735 + 881,B - 二轨长条右滑、四轨单点^^^B - 一轨长条开始、四轨长条开始,B - 二一轨滑键^^^B - 一轨长条右滑、四轨长条结尾,420,1106,103 + 0.1,735,B - 二轨长条右滑、四轨单点,B - 二一轨滑键,420,1106,2276618,53 + 0.2
,,"Loved","Highlight",,红色,分开,198 + 440,A - 四轨单点^^^B - 一轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,283,546,55 + 0.0,198、440,A - 四轨单点,A - 三轨长条右滑,283,546,1003918,28 - 0.5
,,"蹁跹舞(QQ炫舞手游原创音乐)","QQ炫舞手游",,红色,分开,232 + 317、232 + 318、232 + 336,B - 二轨单点^^^B - 一轨单点,B - 四轨长条中间^^^B - 一轨单点,215,524,60 + 0.1,232,B - 二轨单点,B - 四轨长条中间,215,524,984526,30 + 0.3
,,"courage","戸松遥",,,分开,253 + 871,A - 一轨单点、二四轨滑条^^^B - 三一轨滑条、四轨单点,A - 二轨单点、四轨长条左滑^^^B - 一轨长条右滑、三轨单点,587,1222,95 - 0.2,253、871,A - 一轨单点、二四轨滑条,A - 二轨单点、四轨长条左滑,587,1222,2244728,47 + 0.4
,,"我的梦","张靓颖",,红色,分开,178 + 380、178 + 381、179 + 380、179 + 381、181 + 380、181 + 381、182 + 380、182 + 381,A - 一轨单点^^^B - 二轨单点,A - 一轨单点^^^B - 四轨单点,238,606,70 + 0.0,178、179、182、380、381,A - 一轨单点,A - 一轨单点,238,606,1062549,35 + 0.0
H,9,"Happy Song","南征北战NZBZ",,红色,分开,78 + 239,A - 一轨长条开始、三轨长条开始^^^A - 一轨长条开始、四轨长条开始,A - 二轨长条中间、三轨长条中间^^^A - 一轨长条中间、三轨长条中间,882,1452,131 - 0.4,133、137,A - 二轨长条中间、四轨长条中间,A - 一轨长条中间、四轨长条左滑,882,1452,2476313,70 - 0.2
,,"你曾那么爱我","陈势安",,,分开,135 + 447,A - 一轨单点、四轨单点^^^B - 三轨单点,A - 四轨长条中间^^^B - 一轨单点,238,602,55 - 0.1,447,B - 三轨单点,B - 一轨单点,238,602,1099567,28 - 0.3
,,"I Love You","玉泽演/吴映洁",,红色,分开,92 + 265,A - 一轨单点^^^B - 二轨单点,A - 二轨长条左滑^^^B - 二轨长条左滑,233,546,60 - 0.4,265,B - 二轨单点,B - 二轨长条左滑,233,546,928116,30 - 0.2
Q,6,"乞丐","摩登兄弟",,,分开,155 + 211、211 + 494,A - 三轨单点^^^A - 二轨单点,A - 一轨单点^^^A - 一轨长条中间,282,585,64 - 0.1,211,A - 二轨单点,A - 一轨长条中间,282,585,1257326,33 - 0.5
,,"全部都是你","Dragon Pig",,红色,分开,129 + 303,A - 三轨长条开始^^^B - 二轨长条开始,A - 二轨长条开始^^^B - 三轨长条开始,174,348,53 - 0.4,129、303,A - 三轨长条开始,A - 二轨长条开始,174,348,646699,26 + 0.3
,,"Real Change","Masetti",,红色,分开,274 + 407、275 + 407,B - 二轨单点^^^B - 二轨单点,B - 三轨单点^^^B - 三轨单点,212,435,56 + 0.0,274、275,B - 二轨单点,B - 三轨单点,212,435,1029286,29 + 0.0
,,"Candy Boy","TWICE",,,分开,237 + 910、539 + 910,A - 二轨单点、三四轨滑条^^^B - 二轨单点、四轨长条开始,A - 三四轨滑键^^^B - 二轨长条左滑、三轨长条右滑,401,1129,90 + 0.3,910,B - 二轨单点、四轨长条开始,B - 二轨长条左滑、三轨长条右滑,401,1129,2273414,50 - 0.3
B,8,"被遗忘的天使","萧忆情",,,分开,267 + 786,A - 三四轨滑条^^^B - 二一轨滑条,A - 二轨单点、三轨单点^^^B - 二轨单点、三轨单点,611,1112,83 + 0.2,267、786,A - 三四轨滑条,A - 二轨单点、三轨单点,611,1112,1822544,42 - 0.4
,,"无限大","孙燕姿",20,红色,分开,51 + 163,A - 三轨长条开始^^^A - 二轨长条开始,A - 一轨长条结尾、三轨长条开始^^^A - 四轨长条左滑,345,476,58 - 0.4,163,A - 二轨长条开始,A - 四轨长条左滑,345,476,1042732,30 - 0.5
X,7,"像暗杀似的绕到背后突然拥抱你","太一",,,分开,268 + 355、269 + 355、270 + 355,A - 四轨单点^^^A - 一轨单点,A - 二轨长条右滑^^^A - 三轨长条左滑,419,775,76 + 0.4,268、269、270、355,A - 四轨单点,A - 二轨长条右滑,419,775,1568201,38 + 0.2
D,9,"Dear Future Husband","Meghan Trainor",100,,分开,159 + 464、159 + 465、159 + 466、159 + 795、159 + 796、159 + 797、160 + 464、160 + 465、160 + 466、160 + 795,A - 一轨单点^^^B - 四轨单点,A - 二一轨滑键^^^B - 三四轨滑键,436,1068,75 + 0.4,159、160、161、464、465、466、795、796、797,A - 一轨单点,A - 二一轨滑键,436,1068,1951587,38 - 0.3
N,9,"No Joke","罗志祥",100,,分开,65 + 175、65 + 397、65 + 579,A - 二轨单点^^^A - 二轨单点、三轨长条开始,A - 三轨单点^^^A - 三轨长条右滑,317,689,73 + 0.3,65,A - 二轨单点,A - 三轨单点,317,689,1731716,39 + 0.3
,,"I'm OK","小青龙",,,分开,191 + 528、191 + 530、191 + 531,A - 三轨长条右滑^^^B - 四轨长条左滑,A - 四轨单点^^^B - 一轨单点,254,651,74 + 0.0,191、528、530、531,A - 三轨长条右滑,A - 四轨单点,254,651,1432566,37 + 0.0
L,7,"荔枝声界","QQ炫舞手游",100,,分开,453 + 730,A - 四轨单点^^^B - 二轨单点、四轨长条开始,A - 三轨长条右滑^^^B - 三轨长条左滑,530,1059,81 + 0.1,730,B - 二轨单点、四轨长条开始,B - 三轨长条左滑,530,1059,2002792,42 - 0.2
,,"绿色","GReeeeN",,,分开,441 + 513,B - 一轨长条开始^^^B - 三轨单点,B - 一轨单点^^^B - 二轨长条左滑,263,630,61 + 0.4,441,B - 一轨长条开始,B - 一轨单点,263,630,1172075,31 - 0.2
U,10,"UNION","OxT",,,分开,727 + 1129、727 + 1136,B - 一轨长条右滑、三四轨滑条^^^B - 一二轨滑键、三四轨滑条,B - 三轨单点^^^B - 四三轨滑条,590,1217,90 - 0.3,727,B - 一轨长条右滑、三四轨滑条,B - 三轨单点,590,1217,2356077,45 + 0.2
L,7,"零之相册(QQ炫舞手游原创音乐)","埋葬&优十",50,,分开,514 + 607,B - 一轨单点^^^B - 四轨单点,B - 三轨单点^^^B - 二轨单点,493,1030,79 - 0.5,607,B - 四轨单点,B - 二轨单点,493,1030,1739630,40 + 0.3
I,8,"I Knew You Were Trouble","Taylor Swift",,红色,分开,95 + 192,A - 四轨长条开始^^^A - 一轨单点、四轨单点,A - 二轨单点、三轨长条中间^^^A - 二轨长条中间、三轨单点,580,982,84 - 0.5,95,A - 四轨长条开始,A - 二轨单点、三轨长条中间,580,982,1602729,42 + 0.4
,,"合二为一","王栎鑫",,,分开,316 + 764,A - 二一轨滑条、四三轨滑条^^^B - 一二轨滑条、三四轨滑条,A - 一轨长条右滑^^^B - 四轨长条左滑,593,1041,74 + 0.2,316、764,A - 二一轨滑条、四三轨滑条,A - 一轨长条右滑,593,1041,1665679,37 + 0.1
H,6,"喊出我的名字","创造营2019学员",,红色,分开,209 + 409,A - 三轨单点^^^B - 一轨单点,A - 二轨单点^^^B - 四轨单点,304,592,70 + 0.2,209、409,A - 三轨单点,A - 二轨单点,304,592,1215046,35 + 0.1
,,"if","西野カナ",,,分开,158 + 409、158 + 410、217 + 409、217 + 410,A - 一轨单点^^^B - 四轨单点,A - 二轨单点^^^B - 四轨单点,363,692,58 + 0.3,409、410,B - 四轨单点,B - 四轨单点,363,692,1142950,30 - 0.5
L,6,"两双","谢安琪/吉克隽逸",,红色,分开,212 + 469,A - 三轨单点^^^B - 二轨单点,A - 一轨单点^^^B - 四轨单点,275,556,71 + 0.0,212、469,A - 三轨单点,A - 一轨单点,275,556,1208319,36 - 0.5
